event_name,location,event_id,date,player_team,opponent,map,kd,plus_minus,rating
BLAST Premier Fall Groups 2023,"Copenhagen",6973,23/07/23,Vitality,BIG,inf,21 - 15,+6,1.34
BLAST Premier Fall Groups 2023,"Copenhagen",6973,23/07/23,Vitality,BIG,anb,24 - 18,+6,1.34
BLAST Premier Fall Groups 2023,"Copenhagen",6973,19/07/23,Vitality,Ninjas in Pyjamas,ovp,20 - 17,+3,1.05
BLAST Premier Fall Groups 2023,"Copenhagen",6973,19/07/23,Vitality,Ninjas in Pyjamas,mrg,30 - 16,+14,1.55
BLAST Premier Fall Groups 2023,"Copenhagen",6973,15/07/23,Vitality,Complexity,vtg,20 - 8,+12,1.57
BLAST Premier Fall Groups 2023,"Copenhagen",6973,15/07/23,Vitality,Complexity,inf,16 - 6,+10,1.65
BLAST Premier Fall Groups 2023,"Copenhagen",6973,13/07/23,Vitality,Evil Geniuses,vtg,14 - 4,+10,1.66
BLAST Premier Fall Groups 2023,"Copenhagen",6973,13/07/23,Vitality,Evil Geniuses,ovp,15 - 11,+4,1.11
BLAST Premier Spring Final 2023,"Washington, D.C., US",6972,11/06/23,Vitality,HEROIC,inf,21 - 15,+6,1.42
BLAST Premier Spring Final 2023,"Washington, D.C., US",6972,11/06/23,Vitality,HEROIC,mrg,21 - 15,+6,1.30
BLAST Premier Spring Final 2023,"Washington, D.C., US",6972,11/06/23,Vitality,HEROIC,vtg,10 - 20,-10,0.66
BLAST Premier Spring Final 2023,"Washington, D.C., US",6972,11/06/23,Vitality,G2,nuke,16 - 18,-2,1.04
BLAST Premier Spring Final 2023,"Washington, D.C., US",6972,11/06/23,Vitality,G2,inf,23 - 16,+7,1.46
BLAST Premier Spring Final 2023,"Washington, D.C., US",6972,11/06/23,Vitality,G2,anb,18 - 14,+4,1.05
BLAST Premier Spring Final 2023,"Washington, D.C., US",6972,09/06/23,Vitality,FaZe,mrg,14 - 8,+6,1.21
BLAST Premier Spring Final 2023,"Washington, D.C., US",6972,09/06/23,Vitality,FaZe,anb,34 - 27,+7,1.36
BLAST Premier Spring Final 2023,"Washington, D.C., US",6972,08/06/23,Vitality,Cloud9,anb,27 - 21,+6,1.32
BLAST Premier Spring Final 2023,"Washington, D.C., US",6972,08/06/23,Vitality,Cloud9,ovp,27 - 14,+13,1.45
BLAST Premier Spring Final 2023,"Washington, D.C., US",6972,07/06/23,Vitality,Imperial,vtg,22 - 22,0,1.07
BLAST Premier Spring Final 2023,"Washington, D.C., US",6972,07/06/23,Vitality,Imperial,ovp,13 - 16,-3,0.78
BLAST.tv Paris Major 2023,"Paris",6793,21/05/23,Vitality,GamerLegion,nuke,29 - 15,+14,1.60
BLAST.tv Paris Major 2023,"Paris",6793,21/05/23,Vitality,GamerLegion,ovp,19 - 13,+6,1.47
BLAST.tv Paris Major 2023,"Paris",6793,20/05/23,Vitality,Apeks,vtg,23 - 16,+7,1.22
BLAST.tv Paris Major 2023,"Paris",6793,20/05/23,Vitality,Apeks,mrg,27 - 20,+7,1.29
BLAST.tv Paris Major 2023,"Paris",6793,18/05/23,Vitality,Into the Breach,anb,26 - 12,+14,1.70
BLAST.tv Paris Major 2023,"Paris",6793,18/05/23,Vitality,Into the Breach,vtg,20 - 14,+6,1.20
BLAST.tv Paris Major 2023,"Paris",6793,14/05/23,Vitality,Monte,nuke,24 - 20,+4,1.26
BLAST.tv Paris Major 2023,"Paris",6793,14/05/23,Vitality,Monte,anb,20 - 12,+8,1.33
BLAST.tv Paris Major 2023,"Paris",6793,13/05/23,Vitality,ENCE,vtg,28 - 16,+12,1.33
BLAST.tv Paris Major 2023,"Paris",6793,13/05/23,Vitality,G2,nuke,30 - 16,+14,1.60
IEM Rio 2023,"Rio de Janeiro",6864,23/04/23,Vitality,HEROIC,inf,23 - 17,+6,1.38
IEM Rio 2023,"Rio de Janeiro",6864,23/04/23,Vitality,HEROIC,vtg,15 - 14,+1,1.13
IEM Rio 2023,"Rio de Janeiro",6864,22/04/23,Vitality,Cloud9,ovp,31 - 11,+20,1.96
IEM Rio 2023,"Rio de Janeiro",6864,22/04/23,Vitality,Cloud9,vtg,24 - 21,+3,1.11
IEM Rio 2023,"Rio de Janeiro",6864,22/04/23,Vitality,Cloud9,inf,12 - 14,-2,1.04
IEM Rio 2023,"Rio de Janeiro",6864,21/04/23,Vitality,BIG,mrg,25 - 15,+10,1.46
IEM Rio 2023,"Rio de Janeiro",6864,21/04/23,Vitality,BIG,nuke,17 - 16,+1,1.02
IEM Rio 2023,"Rio de Janeiro",6864,20/04/23,Vitality,OG,ovp,21 - 12,+9,1.32
IEM Rio 2023,"Rio de Janeiro",6864,20/04/23,Vitality,OG,inf,33 - 12,+21,2.31
IEM Rio 2023,"Rio de Janeiro",6864,20/04/23,Vitality,OG,mrg,18 - 18,0,1.02
IEM Rio 2023,"Rio de Janeiro",6864,19/04/23,Vitality,FaZe,ovp,16 - 14,+2,1.10
IEM Rio 2023,"Rio de Janeiro",6864,19/04/23,Vitality,FaZe,anb,27 - 21,+6,1.30
IEM Rio 2023,"Rio de Janeiro",6864,18/04/23,Vitality,MIBR,nuke,22 - 11,+11,1.57
IEM Rio 2023,"Rio de Janeiro",6864,18/04/23,Vitality,MIBR,anb,30 - 11,+19,1.65
IEM Rio 2023,"Rio de Janeiro",6864,17/04/23,Vitality,OG,ovp,23 - 21,+2,1.01
BLAST.tv Paris Major 2023 Europe RMR B,"Copenhagen",6978,15/04/23,Vitality,Monte,mrg,20 - 8,+12,1.56
BLAST.tv Paris Major 2023 Europe RMR B,"Copenhagen",6978,15/04/23,Vitality,Monte,nuke,19 - 17,+2,1.12
BLAST.tv Paris Major 2023 Europe RMR B,"Copenhagen",6978,14/04/23,Vitality,G2,anb,20 - 9,+11,1.48
BLAST.tv Paris Major 2023 Europe RMR B,"Copenhagen",6978,14/04/23,Vitality,G2,mrg,26 - 15,+11,1.59
BLAST.tv Paris Major 2023 Europe RMR B,"Copenhagen",6978,13/04/23,Vitality,BIG,ovp,20 - 10,+10,1.42
BLAST.tv Paris Major 2023 Europe RMR B,"Copenhagen",6978,13/04/23,Vitality,BIG,nuke,22 - 10,+12,1.49
BLAST.tv Paris Major 2023 Europe RMR B,"Copenhagen",6978,13/04/23,Vitality,BIG,mrg,20 - 15,+5,1.23
BLAST.tv Paris Major 2023 Europe RMR B,"Copenhagen",6978,12/04/23,Vitality,9INE,anb,18 - 21,-3,0.94
BLAST.tv Paris Major 2023 Europe RMR B,"Copenhagen",6978,12/04/23,Vitality,9INE,vtg,27 - 22,+5,1.37
BLAST.tv Paris Major 2023 Europe RMR B,"Copenhagen",6978,11/04/23,Vitality,Ninjas in Pyjamas,vtg,23 - 15,+8,1.27
BLAST.tv Paris Major 2023 Europe RMR B,"Copenhagen",6978,11/04/23,Vitality,Astralis,vtg,21 - 17,+4,1.22
ESL Pro League Season 17,"Valletta",6862,23/03/23,Vitality,ENCE,vtg,34 - 17,+17,1.72
ESL Pro League Season 17,"Valletta",6862,23/03/23,Vitality,ENCE,ovp,12 - 18,-6,0.75
ESL Pro League Season 17,"Valletta",6862,23/03/23,Vitality,ENCE,nuke,24 - 18,+6,1.30
ESL Pro League Season 17,"Valletta",6862,12/03/23,Vitality,FaZe,nuke,38 - 21,+17,1.69
ESL Pro League Season 17,"Valletta",6862,12/03/23,Vitality,FaZe,anb,23 - 19,+4,1.17
ESL Pro League Season 17,"Valletta",6862,09/03/23,Vitality,OG,vtg,23 - 11,+12,1.71
ESL Pro League Season 17,"Valletta",6862,09/03/23,Vitality,OG,anb,21 - 5,+16,1.71
ESL Pro League Season 17,"Valletta",6862,08/03/23,Vitality,Grayhound,vtg,16 - 10,+6,1.47
ESL Pro League Season 17,"Valletta",6862,08/03/23,Vitality,Grayhound,inf,30 - 8,+22,2.35
IEM Katowice 2023,"Katowice",6809,10/02/23,Vitality,Liquid,mrg,16 - 19,-3,0.91
IEM Katowice 2023,"Katowice",6809,10/02/23,Vitality,Liquid,nuke,27 - 13,+14,1.99
IEM Katowice 2023,"Katowice",6809,10/02/23,Vitality,Liquid,ovp,22 - 25,-3,0.86
IEM Katowice 2023,"Katowice",6809,07/02/23,Vitality,HEROIC,ovp,12 - 16,-4,0.71
IEM Katowice 2023,"Katowice",6809,07/02/23,Vitality,HEROIC,inf,19 - 18,+1,1.32
IEM Katowice 2023,"Katowice",6809,06/02/23,Vitality,fnatic,nuke,28 - 14,+14,1.56
IEM Katowice 2023,"Katowice",6809,06/02/23,Vitality,fnatic,mrg,26 - 18,+8,1.57
IEM Katowice 2023,"Katowice",6809,06/02/23,Vitality,fnatic,ovp,20 - 15,+5,1.20
IEM Katowice 2023,"Katowice",6809,04/02/23,Vitality,Ninjas in Pyjamas,inf,24 - 14,+10,1.72
IEM Katowice 2023,"Katowice",6809,04/02/23,Vitality,Ninjas in Pyjamas,mrg,23 - 17,+6,1.28
BLAST Premier Spring Groups 2023,"Copenhagen",6970,25/01/23,Vitality,HEROIC,vtg,19 - 11,+8,1.34
BLAST Premier Spring Groups 2023,"Copenhagen",6970,25/01/23,Vitality,HEROIC,nuke,20 - 17,+3,1.26
BLAST Premier Spring Groups 2023,"Copenhagen",6970,25/01/23,Vitality,HEROIC,mrg,24 - 11,+13,1.49
BLAST Premier Spring Groups 2023,"Copenhagen",6970,21/01/23,Vitality,Evil Geniuses,inf,22 - 7,+15,2.35
BLAST Premier Spring Groups 2023,"Copenhagen",6970,21/01/23,Vitality,Evil Geniuses,ovp,25 - 13,+12,1.59
BLAST Premier Spring Groups 2023,"Copenhagen",6970,19/01/23,Vitality,Astralis,vtg,30 - 19,+11,1.31
BLAST Premier Spring Groups 2023,"Copenhagen",6970,19/01/23,Vitality,Astralis,ovp,18 - 15,+3,1.05
BLAST Premier World Final 2022,"Abu Dhabi, UAE",6349,16/12/22,Vitality,G2,anb,19 - 18,+1,1.00
BLAST Premier World Final 2022,"Abu Dhabi, UAE",6349,16/12/22,Vitality,G2,vtg,21 - 16,+5,1.15
BLAST Premier World Final 2022,"Abu Dhabi, UAE",6349,16/12/22,Vitality,G2,nuke,11 - 13,-2,0.75
BLAST Premier World Final 2022,"Abu Dhabi, UAE",6349,15/12/22,Vitality,OG,mrg,24 - 15,+9,1.44
BLAST Premier World Final 2022,"Abu Dhabi, UAE",6349,15/12/22,Vitality,OG,inf,20 - 19,+1,1.04
BLAST Premier World Final 2022,"Abu Dhabi, UAE",6349,14/12/22,Vitality,Natus Vincere,nuke,18 - 11,+7,1.28
BLAST Premier World Final 2022,"Abu Dhabi, UAE",6349,14/12/22,Vitality,Natus Vincere,inf,28 - 18,+10,1.39
La Coupe 3 Paris 2022,"Paris",6892,20/11/22,Prodigy,GenOne,inf,22 - 16,+6,1.21
La Coupe 3 Paris 2022,"Paris",6892,20/11/22,Prodigy,GenOne,anc,21 - 16,+5,1.28
La Coupe 3 Paris 2022,"Paris",6892,20/11/22,Prodigy,The Prodigies,anc,21 - 15,+6,1.73
La Coupe 3 Paris 2022,"Paris",6892,20/11/22,Prodigy,LDLC,vtg,21 - 20,+1,1.22
IEM Rio Major 2022,"Rio de Janeiro",6586,07/11/22,Vitality,ENCE,nuke,18 - 23,-5,0.80
IEM Rio Major 2022,"Rio de Janeiro",6586,07/11/22,Vitality,ENCE,vtg,22 - 19,+3,1.12
IEM Rio Major 2022,"Rio de Janeiro",6586,06/11/22,Vitality,MOUZ,mrg,24 - 20,+4,1.00
IEM Rio Major 2022,"Rio de Janeiro",6586,06/11/22,Vitality,FaZe,inf,24 - 10,+14,1.84
IEM Rio Major 2022,"Rio de Janeiro",6586,05/11/22,Vitality,Natus Vincere,mrg,31 - 31,0,1.03
IEM Rio Major 2022 Challengers Stage,Rio de Janeiro,6588,03/11/22,Vitality,OG,d2,27 - 12,+15,1.86
IEM Rio Major 2022 Challengers Stage,Rio de Janeiro,6588,03/11/22,Vitality,OG,inf,9 - 10,-1,1.01
IEM Rio Major 2022 Challengers Stage,Rio de Janeiro,6588,03/11/22,Vitality,OG,vtg,24 - 19,+5,1.19
IEM Rio Major 2022 Challengers Stage,Rio de Janeiro,6588,02/11/22,Vitality,Grayhound,mrg,29 - 17,+12,1.64
IEM Rio Major 2022 Challengers Stage,Rio de Janeiro,6588,02/11/22,Vitality,Grayhound,inf,17 - 7,+10,1.48
IEM Rio Major 2022 Challengers Stage,Rio de Janeiro,6588,01/11/22,Vitality,Outsiders,ovp,28 - 18,+10,1.61
IEM Rio Major 2022 Challengers Stage,Rio de Janeiro,6588,01/11/22,Vitality,GamerLegion,vtg,18 - 21,-3,0.99
IEM Rio Major 2022 Challengers Stage,Rio de Janeiro,6588,31/10/22,Vitality,Imperial,inf,25 - 14,+11,1.49
IEM Road to Rio 2022 Europe RMR B,"Valletta",6714,09/10/22,Vitality,HEROIC,mrg,10 - 16,-6,0.74
IEM Road to Rio 2022 Europe RMR B,"Valletta",6714,09/10/22,Vitality,HEROIC,inf,34 - 26,+8,1.38
IEM Road to Rio 2022 Europe RMR B,"Valletta",6714,09/10/22,Vitality,HEROIC,ovp,13 - 18,-5,0.76
IEM Road to Rio 2022 Europe RMR B,"Valletta",6714,08/10/22,Vitality,MOUZ,vtg,25 - 15,+10,1.57
IEM Road to Rio 2022 Europe RMR B,"Valletta",6714,08/10/22,Vitality,MOUZ,mrg,23 - 11,+12,1.76
IEM Road to Rio 2022 Europe RMR B,"Valletta",6714,08/10/22,Vitality,MOUZ,inf,23 - 17,+6,1.11
IEM Road to Rio 2022 Europe RMR B,"Valletta",6714,06/10/22,Vitality,Monte,d2,25 - 7,+18,1.94
IEM Road to Rio 2022 Europe RMR B,"Valletta",6714,05/10/22,Vitality,BIG,d2,23 - 19,+4,1.29
IEM Road to Rio 2022 Europe RMR B,"Valletta",6714,04/10/22,Vitality,FANTASY,d2,26 - 9,+17,1.91
ESL Pro League Season 16,"Valletta",6141,02/10/22,Vitality,Liquid,vtg,25 - 16,+9,1.51
ESL Pro League Season 16,"Valletta",6141,02/10/22,Vitality,Liquid,ovp,35 - 23,+12,1.51
ESL Pro League Season 16,"Valletta",6141,02/10/22,Vitality,Liquid,mrg,51 - 32,+19,1.54
ESL Pro League Season 16,"Valletta",6141,02/10/22,Vitality,Liquid,d2,19 - 11,+8,1.32
ESL Pro League Season 16,"Valletta",6141,02/10/22,Vitality,Liquid,inf,13 - 11,+2,0.96
ESL Pro League Season 16,"Valletta",6141,01/10/22,Vitality,G2,inf,28 - 22,+6,1.29
ESL Pro League Season 16,"Valletta",6141,01/10/22,Vitality,G2,mrg,24 - 10,+14,1.61
ESL Pro League Season 16,"Valletta",6141,30/09/22,Vitality,Outsiders,d2,30 - 15,+15,1.42
ESL Pro League Season 16,"Valletta",6141,30/09/22,Vitality,Outsiders,mrg,26 - 17,+9,1.30
ESL Pro League Season 16,"Valletta",6141,04/09/22,Vitality,Spirit,vtg,20 - 13,+7,1.22
ESL Pro League Season 16,"Valletta",6141,04/09/22,Vitality,Spirit,nuke,29 - 8,+21,2.30
ESL Pro League Season 16,"Valletta",6141,03/09/22,Vitality,Natus Vincere,ovp,28 - 14,+14,1.51
ESL Pro League Season 16,"Valletta",6141,03/09/22,Vitality,Natus Vincere,mrg,22 - 17,+5,1.17
ESL Pro League Season 16,"Valletta",6141,03/09/22,Vitality,Natus Vincere,inf,25 - 17,+8,1.44
ESL Pro League Season 16,"Valletta",6141,02/09/22,Vitality,fnatic,mrg,29 - 12,+17,1.72
ESL Pro League Season 16,"Valletta",6141,02/09/22,Vitality,fnatic,inf,20 - 18,+2,1.15
ESL Pro League Season 16,"Valletta",6141,02/09/22,Vitality,fnatic,nuke,15 - 19,-4,1.07
ESL Pro League Season 16,"Valletta",6141,01/09/22,Vitality,Ninjas in Pyjamas,vtg,20 - 13,+7,1.37
ESL Pro League Season 16,"Valletta",6141,01/09/22,Vitality,Ninjas in Pyjamas,nuke,27 - 13,+14,1.55
ESL Pro League Season 16,"Valletta",6141,31/08/22,Vitality,Endpoint,inf,12 - 12,0,1.09
ESL Pro League Season 16,"Valletta",6141,31/08/22,Vitality,Endpoint,vtg,38 - 16,+22,2.02
BLAST Premier Fall Groups 2022,"Copenhagen",6346,28/08/22,Vitality,G2,mrg,26 - 20,+6,1.18
BLAST Premier Fall Groups 2022,"Copenhagen",6346,28/08/22,Vitality,G2,d2,22 - 17,+5,1.31
BLAST Premier Fall Groups 2022,"Copenhagen",6346,28/08/22,Vitality,G2,vtg,27 - 16,+11,1.53
BLAST Premier Fall Groups 2022,"Copenhagen",6346,27/08/22,Vitality,Natus Vincere,mrg,20 - 14,+6,1.19
BLAST Premier Fall Groups 2022,"Copenhagen",6346,27/08/22,Vitality,Natus Vincere,inf,10 - 16,-6,0.92
BLAST Premier Fall Groups 2022,"Copenhagen",6346,26/08/22,Vitality,G2,inf,13 - 10,+3,1.07
BLAST Premier Fall Groups 2022,"Copenhagen",6346,26/08/22,Vitality,G2,nuke,17 - 16,+1,0.98
BLAST Premier Fall Groups 2022,"Copenhagen",6346,26/08/22,Vitality,G2,vtg,18 - 8,+10,1.47
BLAST Premier Fall Groups 2022,"Copenhagen",6346,19/08/22,Vitality,Astralis,mrg,22 - 24,-2,1.08
BLAST Premier Fall Groups 2022,"Copenhagen",6346,19/08/22,Vitality,Ninjas in Pyjamas,inf,30 - 18,+12,1.53
BLAST Premier Fall Groups 2022,"Copenhagen",6346,19/08/22,Vitality,OG,d2,27 - 13,+14,1.68
IEM Cologne 2022,"Cologne",6140,09/07/22,Vitality,MOUZ,nuke,19 - 24,-5,1.02
IEM Cologne 2022,"Cologne",6140,09/07/22,Vitality,MOUZ,ovp,16 - 15,+1,1.09
IEM Cologne 2022,"Cologne",6140,09/07/22,Vitality,MOUZ,inf,32 - 13,+19,1.77
IEM Cologne 2022,"Cologne",6140,08/07/22,Vitality,Movistar Riders,nuke,22 - 16,+6,1.25
IEM Cologne 2022,"Cologne",6140,08/07/22,Vitality,Movistar Riders,vtg,21 - 10,+11,1.79
IEM Cologne 2022,"Cologne",6140,08/07/22,Vitality,Movistar Riders,mrg,11 - 13,-2,0.99
IEM Cologne 2022,"Cologne",6140,07/07/22,Vitality,ENCE,mrg,17 - 10,+7,1.44
IEM Cologne 2022,"Cologne",6140,07/07/22,Vitality,ENCE,d2,29 - 17,+12,1.53
IEM Cologne 2022,"Cologne",6140,07/07/22,Vitality,ENCE,nuke,16 - 16,0,1.08
IEM Cologne 2022 Play-in,"Cologne",6503,06/07/22,Vitality,Sprout,ovp,17 - 12,+5,1.17
IEM Cologne 2022 Play-in,"Cologne",6503,06/07/22,Vitality,Sprout,d2,18 - 12,+6,1.22
IEM Cologne 2022 Play-in,"Cologne",6503,06/07/22,Vitality,Sprout,vtg,25 - 28,-3,1.00
IEM Cologne 2022 Play-in,"Cologne",6503,05/07/22,Vitality,Movistar Riders,ovp,12 - 16,-4,0.87
IEM Cologne 2022 Play-in,"Cologne",6503,05/07/22,Vitality,Movistar Riders,vtg,16 - 17,-1,1.06
IEM Cologne 2022 Play-in,"Cologne",6503,05/07/22,Vitality,TYLOO,ovp,21 - 16,+5,1.33
BLAST Premier Spring Final 2022,"Lisbon",6345,19/06/22,Vitality,Natus Vincere,ovp,12 - 16,-4,0.87
BLAST Premier Spring Final 2022,"Lisbon",6345,19/06/22,Vitality,Natus Vincere,mrg,20 - 16,+4,1.22
BLAST Premier Spring Final 2022,"Lisbon",6345,18/06/22,Vitality,G2,nuke,23 - 15,+8,1.35
BLAST Premier Spring Final 2022,"Lisbon",6345,18/06/22,Vitality,G2,inf,13 - 17,-4,0.85
BLAST Premier Spring Final 2022,"Lisbon",6345,18/06/22,Vitality,G2,d2,23 - 16,+7,1.40
BLAST Premier Spring Final 2022,"Lisbon",6345,17/06/22,Vitality,ENCE,nuke,33 - 20,+13,1.48
BLAST Premier Spring Final 2022,"Lisbon",6345,17/06/22,Vitality,ENCE,ovp,21 - 13,+8,1.31
BLAST Premier Spring Final 2022,"Lisbon",6345,16/06/22,Vitality,paiN,ovp,15 - 8,+7,1.50
BLAST Premier Spring Final 2022,"Lisbon",6345,16/06/22,Vitality,paiN,d2,22 - 18,+4,1.24
BLAST Premier Spring Final 2022,"Lisbon",6345,16/06/22,Vitality,paiN,nuke,20 - 7,+13,1.81
BLAST Premier Spring Final 2022,"Lisbon",6345,15/06/22,Vitality,G2,mrg,19 - 19,0,1.05
BLAST Premier Spring Final 2022,"Lisbon",6345,15/06/22,Vitality,G2,inf,12 - 16,-4,0.80
BLAST Premier Spring Final 2022,"Lisbon",6345,15/06/22,Vitality,G2,d2,27 - 12,+15,1.64
IEM Dallas 2022,"Dallas",6138,01/06/22,Vitality,G2,inf,18 - 24,-6,0.89
IEM Dallas 2022,"Dallas",6138,01/06/22,Vitality,G2,d2,20 - 17,+3,1.12
IEM Dallas 2022,"Dallas",6138,31/05/22,Vitality,MOUZ,mrg,19 - 11,+8,1.36
IEM Dallas 2022,"Dallas",6138,31/05/22,Vitality,MOUZ,inf,26 - 14,+12,1.50
IEM Dallas 2022,"Dallas",6138,31/05/22,Vitality,FaZe,nuke,22 - 18,+4,1.24
IEM Dallas 2022,"Dallas",6138,31/05/22,Vitality,FaZe,d2,21 - 17,+4,1.10
IEM Dallas 2022,"Dallas",6138,30/05/22,Vitality,Astralis,vtg,32 - 16,+16,1.67
PGL Major Antwerp 2022,"Antwerp",6372,17/05/22,Vitality,HEROIC,inf,23 - 20,+3,1.25
PGL Major Antwerp 2022,"Antwerp",6372,17/05/22,Vitality,HEROIC,ovp,15 - 14,+1,0.95
PGL Major Antwerp 2022,"Antwerp",6372,17/05/22,Vitality,HEROIC,mrg,14 - 17,-3,1.01
PGL Major Antwerp 2022,"Antwerp",6372,16/05/22,Vitality,BIG,nuke,38 - 24,+14,1.57
PGL Major Antwerp 2022,"Antwerp",6372,16/05/22,Vitality,BIG,vtg,31 - 27,+4,1.09
PGL Major Antwerp 2022,"Antwerp",6372,16/05/22,Vitality,BIG,mrg,24 - 13,+11,1.54
PGL Major Antwerp 2022,"Antwerp",6372,15/05/22,Vitality,Liquid,d2,21 - 13,+8,1.27
PGL Major Antwerp 2022,"Antwerp",6372,15/05/22,Vitality,Liquid,mrg,22 - 13,+9,1.44
PGL Major Antwerp 2022,"Antwerp",6372,14/05/22,Vitality,Outsiders,mrg,16 - 18,-2,0.88
PGL Major Antwerp 2022,"Antwerp",6372,14/05/22,Vitality,Ninjas in Pyjamas,ovp,11 - 14,-3,0.94
PGL Major Antwerp 2022 Challengers Stage,"Antwerp",6384,10/05/22,Vitality,FORZE,mrg,16 - 13,+3,1.13
PGL Major Antwerp 2022 Challengers Stage,"Antwerp",6384,10/05/22,Vitality,FORZE,d2,22 - 13,+9,1.32
PGL Major Antwerp 2022 Challengers Stage,"Antwerp",6384,10/05/22,Vitality,FORZE,nuke,22 - 18,+4,1.32
PGL Major Antwerp 2022 Challengers Stage,"Antwerp",6384,09/05/22,Vitality,Astralis,mrg,24 - 11,+13,1.72
PGL Major Antwerp 2022 Challengers Stage,"Antwerp",6384,09/05/22,Vitality,Complexity,inf,11 - 0,+11,1.58
PGL Major Antwerp 2022 Europe RMR A,"Bucharest",6381,20/04/22,Vitality,MOUZ,mrg,26 - 18,+8,1.40
PGL Major Antwerp 2022 Europe RMR A,"Bucharest",6381,20/04/22,Vitality,MOUZ,d2,30 - 12,+18,1.89
PGL Major Antwerp 2022 Europe RMR A,"Bucharest",6381,20/04/22,Vitality,MOUZ,nuke,22 - 24,-2,1.11
PGL Major Antwerp 2022 Europe RMR A,"Bucharest",6381,19/04/22,Vitality,Natus Vincere,mrg,22 - 19,+3,1.11
PGL Major Antwerp 2022 Europe RMR A,"Bucharest",6381,19/04/22,Vitality,Natus Vincere,inf,23 - 20,+3,1.14
PGL Major Antwerp 2022 Europe RMR A,"Bucharest",6381,18/04/22,Vitality,Eternal Fire,d2,18 - 12,+6,1.20
PGL Major Antwerp 2022 Europe RMR A,"Bucharest",6381,17/04/22,Vitality,FaZe,mrg,23 - 19,+4,1.13
PGL Major Antwerp 2022 Europe RMR A,"Bucharest",6381,17/04/22,Vitality,Dignitas,vtg,21 - 8,+13,1.66
ESL Pro League Season 15,"Düsseldorf",6137,20/03/22,Vitality,Outsiders,inf,21 - 16,+5,1.22
ESL Pro League Season 15,"Düsseldorf",6137,20/03/22,Vitality,Outsiders,d2,29 - 12,+17,1.82
ESL Pro League Season 15,"Düsseldorf",6137,19/03/22,Vitality,FaZe,d2,7 - 17,-10,0.36
ESL Pro League Season 15,"Düsseldorf",6137,19/03/22,Vitality,FaZe,mrg,20 - 16,+4,1.22
ESL Pro League Season 15,"Düsseldorf",6137,18/03/22,Vitality,FURIA,nuke,22 - 20,+2,0.95
ESL Pro League Season 15,"Düsseldorf",6137,18/03/22,Vitality,FURIA,inf,14 - 15,-1,1.05
ESL Pro League Season 15,"Düsseldorf",6137,18/03/22,Vitality,FURIA,vtg,11 - 17,-6,0.68
ESL Pro League Season 15,"Düsseldorf",6137,17/03/22,Vitality,ENCE,d2,12 - 18,-6,0.73
ESL Pro League Season 15,"Düsseldorf",6137,17/03/22,Vitality,ENCE,mrg,17 - 14,+3,1.03
ESL Pro League Season 15,"Düsseldorf",6137,16/03/22,Vitality,Sprout,inf,38 - 21,+17,1.46
ESL Pro League Season 15,"Düsseldorf",6137,16/03/22,Vitality,Sprout,d2,20 - 15,+5,1.39
IEM Katowice 2022,"Katowice",6136,19/02/22,Vitality,Gambit,inf,19 - 16,+3,1.17
IEM Katowice 2022,"Katowice",6136,19/02/22,Vitality,Gambit,mrg,3 - 18,-15,0.32
IEM Katowice 2022,"Katowice",6136,18/02/22,Vitality,HEROIC,inf,20 - 28,-8,0.86
IEM Katowice 2022,"Katowice",6136,18/02/22,Vitality,HEROIC,mrg,19 - 19,0,0.99
IEM Katowice 2022,"Katowice",6136,17/02/22,Vitality,MOUZ,nuke,27 - 15,+12,1.49
IEM Katowice 2022,"Katowice",6136,17/02/22,Vitality,MOUZ,inf,28 - 24,+4,1.17
IEM Katowice 2022,"Katowice",6136,17/02/22,Vitality,MOUZ,vtg,42 - 21,+21,1.59
BLAST Premier World Final 2021,"Copenhagen",5608,19/12/21,Vitality,Natus Vincere,d2,9 - 16,-7,0.60
BLAST Premier World Final 2021,"Copenhagen",5608,19/12/21,Vitality,Natus Vincere,nuke,19 - 20,-1,1.03
BLAST Premier World Final 2021,"Copenhagen",5608,18/12/21,Vitality,Gambit,d2,30 - 25,+5,1.24
BLAST Premier World Final 2021,"Copenhagen",5608,18/12/21,Vitality,Gambit,vtg,28 - 18,+10,1.55
BLAST Premier World Final 2021,"Copenhagen",5608,16/12/21,Vitality,G2,mrg,21 - 17,+4,1.18
BLAST Premier World Final 2021,"Copenhagen",5608,16/12/21,Vitality,G2,nuke,21 - 13,+8,1.39
BLAST Premier World Final 2021,"Copenhagen",5608,15/12/21,Vitality,Astralis,mrg,29 - 8,+21,2.25
BLAST Premier World Final 2021,"Copenhagen",5608,15/12/21,Vitality,Astralis,nuke,23 - 5,+18,1.92
IEM Winter 2021,"Stockholm",5730,12/12/21,Vitality,Ninjas in Pyjamas,nuke,20 - 15,+5,1.26
IEM Winter 2021,"Stockholm",5730,12/12/21,Vitality,Ninjas in Pyjamas,d2,21 - 12,+9,1.27
IEM Winter 2021,"Stockholm",5730,12/12/21,Vitality,Ninjas in Pyjamas,inf,29 - 15,+14,1.74
IEM Winter 2021,"Stockholm",5730,11/12/21,Vitality,Virtus.pro,vtg,24 - 14,+10,1.38
IEM Winter 2021,"Stockholm",5730,11/12/21,Vitality,Virtus.pro,mrg,21 - 19,+2,1.02
IEM Winter 2021,"Stockholm",5730,05/12/21,Vitality,Gambit,mrg,36 - 19,+17,1.61
