event_name,location,event_id,date,player_team,opponent,map,kd,plus_minus,rating
Europe Minor - IEM Katowice 2019,"Katowice",4208,19/01/19,Vitality,Valiance,cch,19 - 18,+1,1.23
Europe Minor - IEM Katowice 2019,"Katowice",4208,18/01/19,Vitality,North,d2,10 - 18,-8,0.72
Europe Minor - IEM Katowice 2019,"Katowice",4208,18/01/19,Vitality,North,nuke,28 - 21,+7,1.34
Europe Minor - IEM Katowice 2019,"Katowice",4208,16/01/19,Vitality,Valiance,d2,18 - 7,+11,1.62
Europe Minor - IEM Katowice 2019,"Katowice",4208,16/01/19,Vitality,Valiance,inf,17 - 18,-1,0.99
Europe Minor - IEM Katowice 2019,"Katowice",4208,16/01/19,Vitality,Valiance,mrg,37 - 23,+14,1.55
Europe Minor - IEM Katowice 2019,"Katowice",4208,16/01/19,Vitality,OpTic,d2,22 - 12,+10,1.56
DreamHack Open Atlanta 2018,"Atlanta",3429,19/11/18,Vitality,Luminosity,ovp,19 - 11,+8,1.41
DreamHack Open Atlanta 2018,"Atlanta",3429,19/11/18,Vitality,Luminosity,mrg,18 - 6,+12,1.58
DreamHack Open Atlanta 2018,"Atlanta",3429,18/11/18,Vitality,Complexity,nuke,31 - 11,+20,2.07
DreamHack Open Atlanta 2018,"Atlanta",3429,18/11/18,Vitality,Complexity,trn,31 - 10,+21,2.16
DreamHack Open Atlanta 2018,"Atlanta",3429,18/11/18,Vitality,Complexity,d2,19 - 19,0,0.98
DreamHack Open Atlanta 2018,"Atlanta",3429,18/11/18,Vitality,Rogue,ovp,27 - 17,+10,1.76
DreamHack Open Atlanta 2018,"Atlanta",3429,18/11/18,Vitality,Rogue,nuke,17 - 11,+6,1.38
DreamHack Open Atlanta 2018,"Atlanta",3429,17/11/18,Vitality,Fragsters,cch,18 - 15,+3,1.30
DreamHack Open Atlanta 2018,"Atlanta",3429,17/11/18,Vitality,Fragsters,d2,21 - 10,+11,1.57
DreamHack Open Atlanta 2018,"Atlanta",3429,16/11/18,Vitality,Ghost,cch,20 - 21,-1,1.09
FACEIT Major 2018 Showmatch,"London",4088,23/09/18,Team rain,Team smooya,mrg,26 - 23,+3,1.11
ESL National Championship France Summer 2018,"Paris",3855,30/06/18,aAa,LDLC,inf,21 - 12,+9,1.53
ESL National Championship France Summer 2018,"Paris",3855,30/06/18,aAa,LDLC,trn,22 - 13,+9,1.70
ESL National Championship France Summer 2018,"Paris",3855,30/06/18,aAa,LDLC,nuke,27 - 20,+7,1.46
ESL National Championship France Summer 2018,"Paris",3855,30/06/18,aAa,MAXISAUCISSE,inf,37 - 14,+23,2.10
ESL National Championship France Summer 2018,"Paris",3855,30/06/18,aAa,MAXISAUCISSE,trn,33 - 15,+18,1.73
ESL National Championship France Winter 2017,"Paris",3448,16/12/17,aAa,EnVyUs Academy,trn,23 - 22,+1,1.14
ESL National Championship France Winter 2017,"Paris",3448,16/12/17,aAa,EnVyUs Academy,inf,23 - 16,+7,1.61
ESL National Championship France Winter 2017,"Paris",3448,16/12/17,aAa,EnVyUs Academy,nuke,13 - 16,-3,0.90
ESL National Championship France Winter 2017,"Paris",3448,16/12/17,aAa,Vexed,cbl,26 - 20,+6,1.44
ESL National Championship France Winter 2017,"Paris",3448,16/12/17,aAa,Vexed,ovp,13 - 18,-5,1.00
ESL National Championship France Winter 2017,"Paris",3448,16/12/17,aAa,Vexed,inf,30 - 18,+12,1.55
ESWC 2017,"Paris",3232,03/11/17,aAa,ARES,cch,35 - 24,+11,1.43
ESWC 2017,"Paris",3232,03/11/17,aAa,ARES,ovp,26 - 5,+21,2.18
ESWC 2017,"Paris",3232,03/11/17,aAa,LDLC,inf,26 - 21,+5,1.42
ESWC 2017,"Paris",3232,03/11/17,aAa,LDLC,nuke,11 - 14,-3,0.71
ESWC 2017,"Paris",3232,02/11/17,aAa,ARES,nuke,23 - 15,+8,1.78
ESWC 2017,"Paris",3232,02/11/17,aAa,ARES,inf,14 - 22,-8,0.76
ESWC 2017,"Paris",3232,02/11/17,aAa,BIG,cbl,12 - 17,-5,0.84
ESWC 2017,"Paris",3232,02/11/17,aAa,BIG,ovp,32 - 22,+10,1.60
ESL National Championship France Summer 2017,"Paris",2940,01/07/17,WySix,EnVyUs Academy,mrg,22 - 17,+5,1.43
ESL National Championship France Summer 2017,"Paris",2940,01/07/17,WySix,EnVyUs Academy,trn,47 - 23,+24,1.95
ESL National Championship France Summer 2017,"Paris",2940,01/07/17,WySix,MAXISAUCISSE,nuke,25 - 18,+7,1.32
ESL National Championship France Summer 2017,"Paris",2940,01/07/17,WySix,MAXISAUCISSE,mrg,25 - 25,0,1.19
ESL National Championship France Summer 2017,"Paris",2940,01/07/17,WySix,MAXISAUCISSE,cbl,29 - 11,+18,2.57
Epsilan 14,"Champagne-au-Mont-d'Or",2707,05/03/17,WySix,Epsilon,mrg,29 - 27,+2,1.03
Epsilan 14,"Champagne-au-Mont-d'Or",2707,05/03/17,WySix,LCM,cbl,24 - 12,+12,1.77
Epsilan 14,"Champagne-au-Mont-d'Or",2707,05/03/17,WySix,BlackBelts,cbl,20 - 4,+16,1.99
Pasino Gaming Days 2017 by LanEx,"Saint-Amand-les-Eaux",2689,12/02/17,E-Corp,Sector One,ovp,20 - 20,0,1.14
Pasino Gaming Days 2017 by LanEx,"Saint-Amand-les-Eaux",2689,12/02/17,E-Corp,Sector One,cch,11 - 18,-7,0.69
Pasino Gaming Days 2017 by LanEx,"Saint-Amand-les-Eaux",2689,12/02/17,E-Corp,Sector One,mrg,26 - 13,+13,1.60
Pasino Gaming Days 2017 by LanEx,"Saint-Amand-les-Eaux",2689,12/02/17,E-Corp,Sector One,cch,29 - 18,+11,1.84
Pasino Gaming Days 2017 by LanEx,"Saint-Amand-les-Eaux",2689,12/02/17,E-Corp,Sector One,nuke,27 - 28,-1,1.18
