event_name,location_city,date,player_team,opponent,map,kd,plus_minus,rating,location_openaq,co,no,no2,nox,o3,pm10,pm25,so2,weather_code,temperature_2m_max,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,daylight_duration,sunshine_duration,rain_sum,snowfall_sum,precipitation_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,apparent_temperature_mean,cloud_cover_mean,cloud_cover_max,cloud_cover_min,dew_point_2m_min,dew_point_2m_max,dew_point_2m_mean,et0_fao_evapotranspiration_sum,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,snowfall_water_equivalent_sum,pressure_msl_mean,pressure_msl_max,pressure_msl_min,surface_pressure_mean,surface_pressure_max,surface_pressure_min,wind_gusts_10m_mean,wind_speed_10m_mean,wind_gusts_10m_min,wind_speed_10m_min,wet_bulb_temperature_2m_mean,wet_bulb_temperature_2m_max,wet_bulb_temperature_2m_min,vapour_pressure_deficit_max,temperature_2m_min,temperature_2m_mean,elevation
BLAST Rivals 2026 Season 1,Fort Worth,2026-04-30,Vitality,G2,d2,18 - 9,9,1.96,Haws Athletic Center,,,,,,,6.91,,61.0,17.2,17.4607,14.485975,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,48415.45,6178.0166,3.2999997,0.0,3.2999997,6.0,15.885956,35.28,47.254078,5.37,1.2104192,16.246,98.875,100.0,80.0,13.1,15.15,13.985416,1.2104192,85.836975,93.729324,79.05998,0.0,1014.08344,1015.7,1012.8,991.0667,992.7111,989.84155,24.089998,9.833052,16.56,6.5223618,14.720741,15.61784,13.61422,0.3996458,14.55,16.38125,195.0
BLAST Rivals 2026 Season 1,Fort Worth,2026-04-30,Vitality,G2,mrg,20 - 18,2,1.22,Haws Athletic Center,,,,,,,6.91,,61.0,17.2,17.4607,14.485975,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,48415.45,6178.0166,3.2999997,0.0,3.2999997,6.0,15.885956,35.28,47.254078,5.37,1.2104192,16.246,98.875,100.0,80.0,13.1,15.15,13.985416,1.2104192,85.836975,93.729324,79.05998,0.0,1014.08344,1015.7,1012.8,991.0667,992.7111,989.84155,24.089998,9.833052,16.56,6.5223618,14.720741,15.61784,13.61422,0.3996458,14.55,16.38125,195.0
BLAST Rivals 2026 Season 1,Fort Worth,2026-04-30,Vitality,G2,ovp,18 - 15,3,1.16,Haws Athletic Center,,,,,,,6.91,,61.0,17.2,17.4607,14.485975,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,48415.45,6178.0166,3.2999997,0.0,3.2999997,6.0,15.885956,35.28,47.254078,5.37,1.2104192,16.246,98.875,100.0,80.0,13.1,15.15,13.985416,1.2104192,85.836975,93.729324,79.05998,0.0,1014.08344,1015.7,1012.8,991.0667,992.7111,989.84155,24.089998,9.833052,16.56,6.5223618,14.720741,15.61784,13.61422,0.3996458,14.55,16.38125,195.0
BLAST Rivals 2026 Season 1,Fort Worth,2026-05-02,Vitality,GamerLegion,mrg,21 - 3,18,2.12,Haws Athletic Center,,,,,,,8.58,,51.0,22.85,24.09717,9.953779,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,48617.016,39600.0,0.3,0.0,0.3,1.0,7.388775,16.199999,316.62112,26.68,4.673454,16.055565,21.875,100.0,0.0,5.8,11.65,9.28125,4.673454,66.69344,86.600296,35.562943,0.0,1019.90015,1022.5,1016.0,996.73834,999.4707,992.9571,12.194999,4.202525,5.04,1.9469976,12.115159,14.42812,9.605389,1.7173879,11.05,16.275,195.0
BLAST Rivals 2026 Season 1,Fort Worth,2026-05-02,Vitality,GamerLegion,ovp,21 - 18,3,1.09,Haws Athletic Center,,,,,,,8.58,,51.0,22.85,24.09717,9.953779,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,48617.016,39600.0,0.3,0.0,0.3,1.0,7.388775,16.199999,316.62112,26.68,4.673454,16.055565,21.875,100.0,0.0,5.8,11.65,9.28125,4.673454,66.69344,86.600296,35.562943,0.0,1019.90015,1022.5,1016.0,996.73834,999.4707,992.9571,12.194999,4.202525,5.04,1.9469976,12.115159,14.42812,9.605389,1.7173879,11.05,16.275,195.0
BLAST Rivals 2026 Season 1,Fort Worth,2026-05-03,Vitality,Natus Vincere,anb,17 - 19,-2,0.98,Haws Athletic Center,,,,,,,5.57,,3.0,26.5,26.686317,11.806997,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,48716.336,46800.0,0.0,0.0,0.0,0.0,13.433838,32.399998,212.65862,27.76,5.577537,18.404991,10.708333,100.0,0.0,8.05,12.85,9.520833,5.577537,55.924072,72.54245,31.10654,0.0,1019.2998,1021.5,1015.0,996.38654,998.5397,992.64935,20.67,8.891772,7.92,3.3092597,13.485889,16.508715,10.558336,2.3856554,13.6,19.302086,195.0
BLAST Rivals 2026 Season 1,Fort Worth,2026-05-03,Vitality,Natus Vincere,d2,19 - 9,10,2.18,Haws Athletic Center,,,,,,,5.57,,3.0,26.5,26.686317,11.806997,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,48716.336,46800.0,0.0,0.0,0.0,0.0,13.433838,32.399998,212.65862,27.76,5.577537,18.404991,10.708333,100.0,0.0,8.05,12.85,9.520833,5.577537,55.924072,72.54245,31.10654,0.0,1019.2998,1021.5,1015.0,996.38654,998.5397,992.64935,20.67,8.891772,7.92,3.3092597,13.485889,16.508715,10.558336,2.3856554,13.6,19.302086,195.0
BLAST Rivals 2026 Season 1,Fort Worth,2026-05-03,Vitality,Natus Vincere,nuke,18 - 17,1,1.2,Haws Athletic Center,,,,,,,5.57,,3.0,26.5,26.686317,11.806997,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,48716.336,46800.0,0.0,0.0,0.0,0.0,13.433838,32.399998,212.65862,27.76,5.577537,18.404991,10.708333,100.0,0.0,8.05,12.85,9.520833,5.577537,55.924072,72.54245,31.10654,0.0,1019.2998,1021.5,1015.0,996.38654,998.5397,992.64935,20.67,8.891772,7.92,3.3092597,13.485889,16.508715,10.558336,2.3856554,13.6,19.302086,195.0
BLAST.tv Austin Major 2025,Austin,2025-06-12,Vitality,Legacy,inf,11 - 10,1,0.89,Austin North Hills D,,,,,0.0268,,5.48,,65.0,29.0,33.990242,23.621435,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50667.32,37717.805,36.399998,0.0,36.399998,14.0,11.966953,27.359999,172.58223,20.38,4.074775,27.507223,82.25,100.0,24.0,20.3,22.3,21.18125,4.074775,85.778725,97.57409,63.493286,0.0,1012.45013,1014.5,1009.1,993.2251,995.07794,990.2464,21.36,7.581559,10.799999,1.3104197,21.96715,24.199902,20.509325,1.4196103,20.8,23.933332,167.0
BLAST.tv Austin Major 2025,Austin,2025-06-13,Vitality,3DMAX,nuke,15 - 4,11,1.98,Austin North Hills D,,,,,0.0271,,9.22,,63.0,30.2,35.226162,24.005943,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50686.965,36452.13,4.4,0.0,4.4,5.0,15.506141,43.92,176.14597,21.05,4.2817316,28.643888,51.5,100.0,0.0,20.0,23.75,21.729166,4.2817316,84.19036,96.08128,66.38048,0.0,1012.1584,1013.6,1008.9,992.9912,994.2986,990.04083,19.365002,7.547584,4.32,0.54,22.559786,25.345667,20.222567,1.4311626,20.75,24.758331,167.0
BLAST.tv Austin Major 2025,Austin,2025-06-13,Vitality,Nemiga,d2,22 - 11,11,1.46,Austin North Hills D,,,,,0.0271,,9.22,,63.0,30.2,35.226162,24.005943,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50686.965,36452.13,4.4,0.0,4.4,5.0,15.506141,43.92,176.14597,21.05,4.2817316,28.643888,51.5,100.0,0.0,20.0,23.75,21.729166,4.2817316,84.19036,96.08128,66.38048,0.0,1012.1584,1013.6,1008.9,992.9912,994.2986,990.04083,19.365002,7.547584,4.32,0.54,22.559786,25.345667,20.222567,1.4311626,20.75,24.758331,167.0
BLAST.tv Austin Major 2025,Austin,2025-06-14,Vitality,Virtus.pro,d2,22 - 6,16,1.81,Austin North Hills D,,,,,0.022,,14.2,,63.0,29.55,33.933216,24.271137,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50704.117,39091.934,7.9,0.0,7.9,6.0,17.14919,52.199997,175.53293,19.1,3.8064296,29.623505,63.125,100.0,2.0,20.75,24.05,23.022917,3.8064296,87.106544,97.91761,70.42219,0.0,1013.9875,1017.7,1011.4,994.8308,998.4044,992.35675,24.105,9.780558,9.0,4.6938257,23.676443,25.241806,21.257627,1.2217453,22.4,25.441666,167.0
BLAST.tv Austin Major 2025,Austin,2025-06-14,Vitality,Virtus.pro,trn,16 - 9,7,1.51,Austin North Hills D,,,,,0.022,,14.2,,63.0,29.55,33.933216,24.271137,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50704.117,39091.934,7.9,0.0,7.9,6.0,17.14919,52.199997,175.53293,19.1,3.8064296,29.623505,63.125,100.0,2.0,20.75,24.05,23.022917,3.8064296,87.106544,97.91761,70.42219,0.0,1013.9875,1017.7,1011.4,994.8308,998.4044,992.35675,24.105,9.780558,9.0,4.6938257,23.676443,25.241806,21.257627,1.2217453,22.4,25.441666,167.0
BLAST.tv Austin Major 2025,Austin,2025-06-20,Vitality,Natus Vincere,mrg,17 - 11,6,1.4,Austin North Hills D,,,,,0.0215,,9.75,,51.0,33.95,37.574917,29.345139,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50754.418,46800.0,0.8,0.0,0.8,4.0,17.046865,41.399998,167.86171,25.96,6.223657,32.76486,17.25,78.0,1.0,20.5,24.4,22.77083,6.223657,71.90284,96.75078,45.558437,0.0,1016.39166,1018.3,1013.2,997.40656,999.1733,994.5506,29.399998,12.920021,11.159999,5.4656014,24.601065,25.168394,23.841543,2.8853831,24.3,28.91667,167.0
BLAST.tv Austin Major 2025,Austin,2025-06-20,Vitality,Natus Vincere,nuke,24 - 16,8,1.49,Austin North Hills D,,,,,0.0215,,9.75,,51.0,33.95,37.574917,29.345139,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50754.418,46800.0,0.8,0.0,0.8,4.0,17.046865,41.399998,167.86171,25.96,6.223657,32.76486,17.25,78.0,1.0,20.5,24.4,22.77083,6.223657,71.90284,96.75078,45.558437,0.0,1016.39166,1018.3,1013.2,997.40656,999.1733,994.5506,29.399998,12.920021,11.159999,5.4656014,24.601065,25.168394,23.841543,2.8853831,24.3,28.91667,167.0
BLAST.tv Austin Major 2025,Austin,2025-06-21,Vitality,MOUZ,inf,18 - 15,3,1.51,Austin North Hills D,,,,,0.0208,,11.7,,51.0,35.25,36.359043,28.102253,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50754.29,45786.703,0.8,0.0,0.8,6.0,24.039942,56.519997,171.97441,26.28,6.9853873,31.578882,16.333334,53.0,1.0,18.5,23.15,21.464584,6.9853873,65.642715,91.08561,37.314297,0.0,1015.2874,1016.9,1012.4,996.3392,997.86615,993.8759,38.58,17.715544,23.4,11.705537,23.841791,24.736696,23.204622,3.5710642,24.4,29.18125,167.0
BLAST.tv Austin Major 2025,Austin,2025-06-21,Vitality,MOUZ,mrg,14 - 7,7,1.15,Austin North Hills D,,,,,0.0208,,11.7,,51.0,35.25,36.359043,28.102253,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50754.29,45786.703,0.8,0.0,0.8,6.0,24.039942,56.519997,171.97441,26.28,6.9853873,31.578882,16.333334,53.0,1.0,18.5,23.15,21.464584,6.9853873,65.642715,91.08561,37.314297,0.0,1015.2874,1016.9,1012.4,996.3392,997.86615,993.8759,38.58,17.715544,23.4,11.705537,23.841791,24.736696,23.204622,3.5710642,24.4,29.18125,167.0
BLAST.tv Austin Major 2025,Austin,2025-06-21,Vitality,MOUZ,trn,21 - 10,11,1.77,Austin North Hills D,,,,,0.0208,,11.7,,51.0,35.25,36.359043,28.102253,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50754.29,45786.703,0.8,0.0,0.8,6.0,24.039942,56.519997,171.97441,26.28,6.9853873,31.578882,16.333334,53.0,1.0,18.5,23.15,21.464584,6.9853873,65.642715,91.08561,37.314297,0.0,1015.2874,1016.9,1012.4,996.3392,997.86615,993.8759,38.58,17.715544,23.4,11.705537,23.841791,24.736696,23.204622,3.5710642,24.4,29.18125,167.0
BLAST.tv Austin Major 2025,Austin,2025-06-22,Vitality,The MongolZ,d2,18 - 8,10,1.97,Austin North Hills D,,,,,0.0206,,12.7,,53.0,35.05,36.919846,28.575653,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50751.766,46800.0,1.1,0.0,1.1,3.0,23.4,50.399998,158.07306,25.3,6.6329517,31.759308,26.416666,100.0,0.0,17.75,23.55,21.579168,6.6329517,67.224915,93.32397,36.221066,0.0,1015.93756,1018.1,1012.7,996.96576,999.042,993.9872,35.415,15.659067,22.319998,11.272657,23.88502,25.33013,23.336163,3.5936356,24.55,28.997917,167.0
BLAST.tv Austin Major 2025,Austin,2025-06-22,Vitality,The MongolZ,inf,10 - 10,0,0.97,Austin North Hills D,,,,,0.0206,,12.7,,53.0,35.05,36.919846,28.575653,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50751.766,46800.0,1.1,0.0,1.1,3.0,23.4,50.399998,158.07306,25.3,6.6329517,31.759308,26.416666,100.0,0.0,17.75,23.55,21.579168,6.6329517,67.224915,93.32397,36.221066,0.0,1015.93756,1018.1,1012.7,996.96576,999.042,993.9872,35.415,15.659067,22.319998,11.272657,23.88502,25.33013,23.336163,3.5936356,24.55,28.997917,167.0
BLAST.tv Austin Major 2025,Austin,2025-06-22,Vitality,The MongolZ,mrg,9 - 16,-7,0.69,Austin North Hills D,,,,,0.0206,,12.7,,53.0,35.05,36.919846,28.575653,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50751.766,46800.0,1.1,0.0,1.1,3.0,23.4,50.399998,158.07306,25.3,6.6329517,31.759308,26.416666,100.0,0.0,17.75,23.55,21.579168,6.6329517,67.224915,93.32397,36.221066,0.0,1015.93756,1018.1,1012.7,996.96576,999.042,993.9872,35.415,15.659067,22.319998,11.272657,23.88502,25.33013,23.336163,3.5936356,24.55,28.997917,167.0
BLAST.tv Paris Major 2023,Paris,2023-05-13,Vitality,ENCE,vtg,28 - 16,12,1.33,PARIS 18eme,,3.04,22.1,,62.5,25.9,18.6,,63.0,20.0,20.050194,9.035521,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,54624.05,48269.44,12.199999,0.0,12.199999,7.0,21.2522,44.28,359.4306,24.78,3.6733758,13.358699,29.291666,98.0,0.0,9.8,13.05,11.3125,3.6733758,82.10016,95.75534,59.278576,0.0,1020.1834,1021.0,1019.4,1014.98883,1015.8091,1014.15454,27.344997,12.773255,12.959999,5.3517847,12.411652,15.163376,10.151708,0.9207243,10.65,14.520833,43.0
BLAST.tv Paris Major 2023,Paris,2023-05-13,Vitality,G2,nuke,30 - 16,14,1.6,PARIS 18eme,,3.04,22.1,,62.5,25.9,18.6,,63.0,20.0,20.050194,9.035521,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,54624.05,48269.44,12.199999,0.0,12.199999,7.0,21.2522,44.28,359.4306,24.78,3.6733758,13.358699,29.291666,98.0,0.0,9.8,13.05,11.3125,3.6733758,82.10016,95.75534,59.278576,0.0,1020.1834,1021.0,1019.4,1014.98883,1015.8091,1014.15454,27.344997,12.773255,12.959999,5.3517847,12.411652,15.163376,10.151708,0.9207243,10.65,14.520833,43.0
BLAST.tv Paris Major 2023,Paris,2023-05-14,Vitality,Monte,anb,20 - 12,8,1.33,PARIS 18eme,,1.91,16.5,,75.7,27.2,20.4,,3.0,18.6,17.74076,6.1482687,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,54788.004,51438.383,0.0,0.0,0.0,0.0,14.372974,30.599998,336.29077,24.29,3.5832853,11.819247,52.083332,100.0,1.0,7.8,11.85,9.722917,3.5832853,80.10042,96.98823,56.34821,0.0,1019.27924,1020.6,1017.5,1014.06854,1015.329,1012.363,23.984999,11.874553,17.28,9.220499,11.056229,13.928467,7.877943,0.9303194,8.25,13.375,43.0
BLAST.tv Paris Major 2023,Paris,2023-05-14,Vitality,Monte,nuke,24 - 20,4,1.26,PARIS 18eme,,1.91,16.5,,75.7,27.2,20.4,,3.0,18.6,17.74076,6.1482687,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,54788.004,51438.383,0.0,0.0,0.0,0.0,14.372974,30.599998,336.29077,24.29,3.5832853,11.819247,52.083332,100.0,1.0,7.8,11.85,9.722917,3.5832853,80.10042,96.98823,56.34821,0.0,1019.27924,1020.6,1017.5,1014.06854,1015.329,1012.363,23.984999,11.874553,17.28,9.220499,11.056229,13.928467,7.877943,0.9303194,8.25,13.375,43.0
BLAST.tv Paris Major 2023,Paris,2023-05-18,Vitality,Into the Breach,anb,26 - 12,14,1.7,PARIS 18eme,,2.12,18.9,,72.4,21.4,11.6,,3.0,16.85,14.03294,3.511839,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,55408.87,49983.54,0.0,0.0,0.0,0.0,19.171478,37.079998,18.493479,23.08,3.7586277,8.764459,67.708336,100.0,1.0,4.6,6.6,5.383333,3.7586277,66.53965,87.66002,45.15697,0.0,1025.5375,1026.6,1024.0,1020.2662,1021.30817,1018.79443,27.81,14.247102,20.519999,10.948973,8.153932,10.463116,5.2572126,1.047035,6.5,11.812499,43.0
BLAST.tv Paris Major 2023,Paris,2023-05-18,Vitality,Into the Breach,vtg,20 - 14,6,1.2,PARIS 18eme,,2.12,18.9,,72.4,21.4,11.6,,3.0,16.85,14.03294,3.511839,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,55408.87,49983.54,0.0,0.0,0.0,0.0,19.171478,37.079998,18.493479,23.08,3.7586277,8.764459,67.708336,100.0,1.0,4.6,6.6,5.383333,3.7586277,66.53965,87.66002,45.15697,0.0,1025.5375,1026.6,1024.0,1020.2662,1021.30817,1018.79443,27.81,14.247102,20.519999,10.948973,8.153932,10.463116,5.2572126,1.047035,6.5,11.812499,43.0
BLAST.tv Paris Major 2023,Paris,2023-05-20,Vitality,Apeks,mrg,27 - 20,7,1.29,PARIS 18eme,,2.13,18.3,,76.3,24.6,15.1,,51.0,19.7,17.499916,8.721865,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,55700.777,43207.19,0.2,0.0,0.2,1.0,20.65848,40.68,18.099937,19.82,3.982179,13.199618,83.5,100.0,10.0,6.35,10.95,8.947916,3.982179,64.66633,77.65362,50.2193,0.0,1018.7083,1021.7,1016.6,1013.5433,1016.4701,1011.5078,31.68,16.46334,24.84,12.864649,11.633819,13.801634,8.519565,1.1432645,11.7,15.737502,43.0
BLAST.tv Paris Major 2023,Paris,2023-05-20,Vitality,Apeks,vtg,23 - 16,7,1.22,PARIS 18eme,,2.13,18.3,,76.3,24.6,15.1,,51.0,19.7,17.499916,8.721865,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,55700.777,43207.19,0.2,0.0,0.2,1.0,20.65848,40.68,18.099937,19.82,3.982179,13.199618,83.5,100.0,10.0,6.35,10.95,8.947916,3.982179,64.66633,77.65362,50.2193,0.0,1018.7083,1021.7,1016.6,1013.5433,1016.4701,1011.5078,31.68,16.46334,24.84,12.864649,11.633819,13.801634,8.519565,1.1432645,11.7,15.737502,43.0
BLAST.tv Paris Major 2023,Paris,2023-05-21,Vitality,GamerLegion,nuke,29 - 15,14,1.6,PARIS 18eme,,1.93,16.1,,69.8,24.4,16.5,,3.0,20.95,19.41941,10.398688,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,55842.945,46965.05,0.0,0.0,0.0,0.0,20.393293,40.68,8.145839,24.18,4.2161007,14.883512,79.375,100.0,0.0,9.8,13.3,11.256251,4.2161007,72.09686,85.27381,54.208237,0.0,1016.4084,1017.1,1015.5,1011.269,1011.9181,1010.4143,30.284998,15.523611,21.599998,12.074766,13.188038,15.16452,10.589812,1.1358093,12.2,16.535416,43.0
BLAST.tv Paris Major 2023,Paris,2023-05-21,Vitality,GamerLegion,ovp,19 - 13,6,1.47,PARIS 18eme,,1.93,16.1,,69.8,24.4,16.5,,3.0,20.95,19.41941,10.398688,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,55842.945,46965.05,0.0,0.0,0.0,0.0,20.393293,40.68,8.145839,24.18,4.2161007,14.883512,79.375,100.0,0.0,9.8,13.3,11.256251,4.2161007,72.09686,85.27381,54.208237,0.0,1016.4084,1017.1,1015.5,1011.269,1011.9181,1010.4143,30.284998,15.523611,21.599998,12.074766,13.188038,15.16452,10.589812,1.1358093,12.2,16.535416,43.0
BLAST.tv Paris Major 2023 Europe RMR B,Copenhagen,2023-04-11,Vitality,Astralis,vtg,21 - 17,4,1.22,"""Copenhagen/1259""",222.0,11.9,10.4,,72.6,,,,61.0,9.2,6.964136,0.89416265,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,49857.53,12551.696,6.5999994,0.0,6.5999994,14.0,36.367126,63.0,194.99294,8.42,1.3395927,3.9632492,75.0,100.0,0.0,2.4,8.35,5.5124993,1.3395927,87.160774,97.001175,71.03606,0.0,1006.39575,1009.2,1003.9,1004.6827,1007.464,1002.1879,33.614998,17.244846,18.0,7.5942082,6.2583575,8.429628,2.9502397,0.32101333,4.0,7.5666676,14.0
BLAST.tv Paris Major 2023 Europe RMR B,Copenhagen,2023-04-11,Vitality,Ninjas in Pyjamas,vtg,23 - 15,8,1.27,"""Copenhagen/1259""",222.0,11.9,10.4,,72.6,,,,61.0,9.2,6.964136,0.89416265,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,49857.53,12551.696,6.5999994,0.0,6.5999994,14.0,36.367126,63.0,194.99294,8.42,1.3395927,3.9632492,75.0,100.0,0.0,2.4,8.35,5.5124993,1.3395927,87.160774,97.001175,71.03606,0.0,1006.39575,1009.2,1003.9,1004.6827,1007.464,1002.1879,33.614998,17.244846,18.0,7.5942082,6.2583575,8.429628,2.9502397,0.32101333,4.0,7.5666676,14.0
BLAST.tv Paris Major 2023 Europe RMR B,Copenhagen,2023-04-12,Vitality,9INE,anb,18 - 21,-3,0.94,"""Copenhagen/1259""",200.0,12.6,11.3,,71.7,,,,53.0,8.95,4.399905,-2.1759276,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50129.176,37288.516,1.4,0.0,1.4,5.0,31.154043,53.639996,132.0141,18.36,1.8757771,1.6803108,47.916668,100.0,0.0,0.45,4.65,3.664584,1.8757771,84.484795,95.42418,72.13819,0.0,1005.44586,1009.9,1000.4,1003.7258,1008.15796,998.69385,38.204998,21.153955,9.36,5.4477882,4.607471,6.1834393,0.5930681,0.31940782,1.1,6.1541667,14.0
BLAST.tv Paris Major 2023 Europe RMR B,Copenhagen,2023-04-12,Vitality,9INE,vtg,27 - 22,5,1.37,"""Copenhagen/1259""",200.0,12.6,11.3,,71.7,,,,53.0,8.95,4.399905,-2.1759276,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50129.176,37288.516,1.4,0.0,1.4,5.0,31.154043,53.639996,132.0141,18.36,1.8757771,1.6803108,47.916668,100.0,0.0,0.45,4.65,3.664584,1.8757771,84.484795,95.42418,72.13819,0.0,1005.44586,1009.9,1000.4,1003.7258,1008.15796,998.69385,38.204998,21.153955,9.36,5.4477882,4.607471,6.1834393,0.5930681,0.31940782,1.1,6.1541667,14.0
BLAST.tv Paris Major 2023 Europe RMR B,Copenhagen,2023-04-13,Vitality,BIG,mrg,20 - 15,5,1.23,"""Copenhagen/1259""",164.0,12.3,11.1,,77.7,,,,61.0,9.7,5.8036776,1.0805125,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50401.055,43757.76,3.8000002,0.0,3.8000002,5.0,31.487143,54.719997,141.66908,18.02,1.8396044,3.5286677,61.125,100.0,0.0,4.3,6.8,5.583334,1.8396044,87.74536,93.987274,79.06998,0.0,1003.72925,1010.3,998.5,1002.0203,1008.56964,996.79364,38.415,20.133278,21.96,10.182337,6.240694,7.766839,4.8192205,0.24981803,5.8,7.502083,14.0
BLAST.tv Paris Major 2023 Europe RMR B,Copenhagen,2023-04-13,Vitality,BIG,nuke,22 - 10,12,1.49,"""Copenhagen/1259""",164.0,12.3,11.1,,77.7,,,,61.0,9.7,5.8036776,1.0805125,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50401.055,43757.76,3.8000002,0.0,3.8000002,5.0,31.487143,54.719997,141.66908,18.02,1.8396044,3.5286677,61.125,100.0,0.0,4.3,6.8,5.583334,1.8396044,87.74536,93.987274,79.06998,0.0,1003.72925,1010.3,998.5,1002.0203,1008.56964,996.79364,38.415,20.133278,21.96,10.182337,6.240694,7.766839,4.8192205,0.24981803,5.8,7.502083,14.0
BLAST.tv Paris Major 2023 Europe RMR B,Copenhagen,2023-04-13,Vitality,BIG,ovp,20 - 10,10,1.42,"""Copenhagen/1259""",164.0,12.3,11.1,,77.7,,,,61.0,9.7,5.8036776,1.0805125,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50401.055,43757.76,3.8000002,0.0,3.8000002,5.0,31.487143,54.719997,141.66908,18.02,1.8396044,3.5286677,61.125,100.0,0.0,4.3,6.8,5.583334,1.8396044,87.74536,93.987274,79.06998,0.0,1003.72925,1010.3,998.5,1002.0203,1008.56964,996.79364,38.415,20.133278,21.96,10.182337,6.240694,7.766839,4.8192205,0.24981803,5.8,7.502083,14.0
BLAST.tv Paris Major 2023 Europe RMR B,Copenhagen,2023-04-14,Vitality,G2,anb,20 - 9,11,1.48,"""Copenhagen/1259""",177.0,11.7,12.4,,49.7,,,,53.0,8.6,6.7927723,1.226635,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50672.99,9824.212,4.3999996,0.0,4.3999996,12.0,21.077686,36.719997,53.756283,5.95,0.8025135,4.1454177,99.958336,100.0,99.0,2.85,8.05,5.737499,0.8025135,92.38443,96.33994,85.752815,0.0,1011.75006,1012.5,1010.5,1010.0237,1010.7719,1008.7658,21.795,11.697679,7.5599995,5.2416787,6.082948,8.163742,3.0556011,0.15843463,3.65,6.893749,14.0
BLAST.tv Paris Major 2023 Europe RMR B,Copenhagen,2023-04-14,Vitality,G2,mrg,26 - 15,11,1.59,"""Copenhagen/1259""",177.0,11.7,12.4,,49.7,,,,53.0,8.6,6.7927723,1.226635,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50672.99,9824.212,4.3999996,0.0,4.3999996,12.0,21.077686,36.719997,53.756283,5.95,0.8025135,4.1454177,99.958336,100.0,99.0,2.85,8.05,5.737499,0.8025135,92.38443,96.33994,85.752815,0.0,1011.75006,1012.5,1010.5,1010.0237,1010.7719,1008.7658,21.795,11.697679,7.5599995,5.2416787,6.082948,8.163742,3.0556011,0.15843463,3.65,6.893749,14.0
