event_name,location_city,date,player_team,opponent,map,kd,plus_minus,rating,location_openaq,co,no,no2,nox,o3,pm10,pm25,so2,weather_code,temperature_2m_max,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,daylight_duration,sunshine_duration,rain_sum,snowfall_sum,precipitation_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,apparent_temperature_mean,cloud_cover_mean,cloud_cover_max,cloud_cover_min,dew_point_2m_min,dew_point_2m_max,dew_point_2m_mean,et0_fao_evapotranspiration_sum,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,snowfall_water_equivalent_sum,pressure_msl_mean,pressure_msl_max,pressure_msl_min,surface_pressure_mean,surface_pressure_max,surface_pressure_min,wind_gusts_10m_mean,wind_speed_10m_mean,wind_gusts_10m_min,wind_speed_10m_min,wet_bulb_temperature_2m_mean,wet_bulb_temperature_2m_max,wet_bulb_temperature_2m_min,vapour_pressure_deficit_max,temperature_2m_min,temperature_2m_mean,elevation
BLAST Premier Spring Groups 2024,Copenhagen,2024-01-26,Vitality,Falcons,nuke,31 - 25,6,1.25,"""Copenhagen/1259""",170.0,7.09,6.53,,64.7,,,,63.0,7.5,2.1780019,-4.1673284,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,29761.242,0.0,7.5000005,0.0,7.5000005,6.0,47.820415,78.12,243.56635,0.55,0.6584032,-2.1990876,82.416664,100.0,2.0,-1.85,6.75,2.1645837,0.6584032,87.61453,100.0,60.17801,0.0,1013.37085,1022.1,1005.3,1011.6252,1020.32477,1003.58856,52.874996,32.132305,15.119999,9.449572,3.0437195,6.9345694,1.4895511,0.36113495,1.85,4.225,14.0
BLAST Premier Spring Groups 2024,Copenhagen,2024-01-26,Vitality,Falcons,vtg,24 - 11,13,2.07,"""Copenhagen/1259""",170.0,7.09,6.53,,64.7,,,,63.0,7.5,2.1780019,-4.1673284,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,29761.242,0.0,7.5000005,0.0,7.5000005,6.0,47.820415,78.12,243.56635,0.55,0.6584032,-2.1990876,82.416664,100.0,2.0,-1.85,6.75,2.1645837,0.6584032,87.61453,100.0,60.17801,0.0,1013.37085,1022.1,1005.3,1011.6252,1020.32477,1003.58856,52.874996,32.132305,15.119999,9.449572,3.0437195,6.9345694,1.4895511,0.36113495,1.85,4.225,14.0
BLAST Premier Spring Groups 2024,Copenhagen,2024-01-27,Vitality,Astralis,inf,13 - 14,-1,0.98,"""Copenhagen/1259""",159.0,3.81,3.72,,66.5,,,,3.0,6.75,1.4550185,-4.0232377,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,29985.27,27048.416,0.0,0.0,0.0,0.0,46.438602,77.4,284.36188,3.86,0.77920437,-0.7433799,48.708332,100.0,0.0,-1.5,4.1,2.51875,0.77920437,84.575905,93.5279,62.39413,0.0,1025.9459,1030.8,1015.7,1024.1832,1029.0265,1013.95593,47.099995,27.531193,30.960001,17.917007,3.493763,5.0957813,1.8025074,0.3311668,3.5,4.960417,14.0
BLAST Premier Spring Groups 2024,Copenhagen,2024-01-27,Vitality,Astralis,mrg,30 - 18,12,1.71,"""Copenhagen/1259""",159.0,3.81,3.72,,66.5,,,,3.0,6.75,1.4550185,-4.0232377,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,29985.27,27048.416,0.0,0.0,0.0,0.0,46.438602,77.4,284.36188,3.86,0.77920437,-0.7433799,48.708332,100.0,0.0,-1.5,4.1,2.51875,0.77920437,84.575905,93.5279,62.39413,0.0,1025.9459,1030.8,1015.7,1024.1832,1029.0265,1013.95593,47.099995,27.531193,30.960001,17.917007,3.493763,5.0957813,1.8025074,0.3311668,3.5,4.960417,14.0
BLAST Premier Spring Groups 2024,Copenhagen,2024-01-27,Vitality,Astralis,nuke,22 - 7,15,2.02,"""Copenhagen/1259""",159.0,3.81,3.72,,66.5,,,,3.0,6.75,1.4550185,-4.0232377,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,29985.27,27048.416,0.0,0.0,0.0,0.0,46.438602,77.4,284.36188,3.86,0.77920437,-0.7433799,48.708332,100.0,0.0,-1.5,4.1,2.51875,0.77920437,84.575905,93.5279,62.39413,0.0,1025.9459,1030.8,1015.7,1024.1832,1029.0265,1013.95593,47.099995,27.531193,30.960001,17.917007,3.493763,5.0957813,1.8025074,0.3311668,3.5,4.960417,14.0
BLAST Premier Spring Series 2020,London,2020-02-08,Vitality,Complexity,inf,17 - 16,1,1.13,Camden - Bloomsbury,,,25.2,,47.9,22.0,18.1,4.43,53.0,10.45,6.938715,1.939498,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,34399.902,15246.069,1.0,0.0,1.0,3.0,30.926493,50.76,211.81131,4.72,1.0898737,4.7995496,82.125,100.0,5.0,2.2,8.7,5.5291667,1.0898737,81.09207,93.38045,58.366985,0.0,1014.5376,1016.9,1011.6,1012.5723,1014.92487,1009.63513,33.63,19.450018,14.04,7.928177,6.8040757,9.134901,5.0835457,0.51215726,6.85,8.708334,16.0
BLAST Premier Spring Series 2020,London,2020-02-08,Vitality,Complexity,mrg,16 - 18,-2,0.98,Camden - Bloomsbury,,,25.2,,47.9,22.0,18.1,4.43,53.0,10.45,6.938715,1.939498,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,34399.902,15246.069,1.0,0.0,1.0,3.0,30.926493,50.76,211.81131,4.72,1.0898737,4.7995496,82.125,100.0,5.0,2.2,8.7,5.5291667,1.0898737,81.09207,93.38045,58.366985,0.0,1014.5376,1016.9,1011.6,1012.5723,1014.92487,1009.63513,33.63,19.450018,14.04,7.928177,6.8040757,9.134901,5.0835457,0.51215726,6.85,8.708334,16.0
BLAST Premier Spring Series 2020,London,2020-02-09,Vitality,Natus Vincere,d2,17 - 17,0,1.18,Camden - Bloomsbury,,,12.8,,66.8,11.2,9.57,4.61,63.0,12.55,5.8435087,0.7109666,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,34616.25,0.0,18.800001,0.0,18.800001,20.0,52.957943,113.03999,221.42001,1.18,1.239734,2.936678,91.25,100.0,41.0,3.85,10.3,7.245833,1.239734,82.127785,89.039635,73.36633,0.0,994.3,1010.3,984.9,992.3837,1008.3371,983.00854,84.88499,45.041756,55.079998,32.862694,8.325052,11.025217,5.4841385,0.30021894,7.85,10.172915,16.0
BLAST Premier Spring Series 2020,London,2020-02-09,Vitality,Natus Vincere,inf,14 - 16,-2,0.91,Camden - Bloomsbury,,,12.8,,66.8,11.2,9.57,4.61,63.0,12.55,5.8435087,0.7109666,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,34616.25,0.0,18.800001,0.0,18.800001,20.0,52.957943,113.03999,221.42001,1.18,1.239734,2.936678,91.25,100.0,41.0,3.85,10.3,7.245833,1.239734,82.127785,89.039635,73.36633,0.0,994.3,1010.3,984.9,992.3837,1008.3371,983.00854,84.88499,45.041756,55.079998,32.862694,8.325052,11.025217,5.4841385,0.30021894,7.85,10.172915,16.0
BLAST Premier World Final 2021,Copenhagen,2021-12-15,Vitality,Astralis,mrg,29 - 8,21,2.25,"""Copenhagen/1259""",171.0,,9.33,,53.0,,,,53.0,8.7,4.600151,1.2076125,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,25451.953,0.0,1.3000001,0.0,1.3000001,3.0,25.338476,43.56,251.45529,0.88,0.24872729,3.364602,99.25,100.0,82.0,4.75,7.55,6.6895833,0.24872729,94.60624,97.94196,91.5203,0.0,1022.33344,1024.1,1021.2,1020.5927,1022.364,1019.4564,39.09,22.64552,32.039997,18.472595,6.89822,7.88274,4.9541492,0.09302759,5.55,7.504167,14.0
BLAST Premier World Final 2021,Copenhagen,2021-12-15,Vitality,Astralis,nuke,23 - 5,18,1.92,"""Copenhagen/1259""",171.0,,9.33,,53.0,,,,53.0,8.7,4.600151,1.2076125,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,25451.953,0.0,1.3000001,0.0,1.3000001,3.0,25.338476,43.56,251.45529,0.88,0.24872729,3.364602,99.25,100.0,82.0,4.75,7.55,6.6895833,0.24872729,94.60624,97.94196,91.5203,0.0,1022.33344,1024.1,1021.2,1020.5927,1022.364,1019.4564,39.09,22.64552,32.039997,18.472595,6.89822,7.88274,4.9541492,0.09302759,5.55,7.504167,14.0
BLAST Premier World Final 2021,Copenhagen,2021-12-16,Vitality,G2,mrg,21 - 17,4,1.18,"""Copenhagen/1259""",180.0,,8.73,,56.9,,,,3.0,8.15,3.8857107,0.4547186,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,25408.293,21946.303,0.0,0.0,0.0,0.0,30.85307,52.56,298.23206,2.38,0.49384722,1.7845316,36.458332,100.0,0.0,3.55,7.25,4.76875,0.49384722,88.5308,94.684906,78.71791,0.0,1029.6957,1033.5,1024.9,1027.9369,1031.7257,1023.1591,41.699997,24.001457,31.68,18.947083,5.382065,7.4899845,4.096142,0.21663916,5.1,6.5416656,14.0
BLAST Premier World Final 2021,Copenhagen,2021-12-16,Vitality,G2,nuke,21 - 13,8,1.39,"""Copenhagen/1259""",180.0,,8.73,,56.9,,,,3.0,8.15,3.8857107,0.4547186,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,25408.293,21946.303,0.0,0.0,0.0,0.0,30.85307,52.56,298.23206,2.38,0.49384722,1.7845316,36.458332,100.0,0.0,3.55,7.25,4.76875,0.49384722,88.5308,94.684906,78.71791,0.0,1029.6957,1033.5,1024.9,1027.9369,1031.7257,1023.1591,41.699997,24.001457,31.68,18.947083,5.382065,7.4899845,4.096142,0.21663916,5.1,6.5416656,14.0
BLAST Premier World Final 2021,Copenhagen,2021-12-18,Vitality,Gambit,d2,30 - 25,5,1.24,"""Copenhagen/1259""",174.0,,5.58,,57.9,,,,3.0,6.2,2.6623354,-0.19782162,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,25344.59,0.0,0.0,0.0,0.0,0.0,33.851486,57.96,291.40625,0.67,0.17520301,1.215135,73.958336,100.0,0.0,3.8,5.95,4.73125,0.17520301,96.714134,99.65464,89.437904,0.0,1029.5875,1035.5,1021.0,1027.8204,1033.7178,1019.25287,33.285,18.750082,18.359999,11.874544,4.821506,5.9495487,4.2172527,0.095969975,4.35,5.220834,14.0
BLAST Premier World Final 2021,Copenhagen,2021-12-18,Vitality,Gambit,vtg,28 - 18,10,1.55,"""Copenhagen/1259""",174.0,,5.58,,57.9,,,,3.0,6.2,2.6623354,-0.19782162,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,25344.59,0.0,0.0,0.0,0.0,0.0,33.851486,57.96,291.40625,0.67,0.17520301,1.215135,73.958336,100.0,0.0,3.8,5.95,4.73125,0.17520301,96.714134,99.65464,89.437904,0.0,1029.5875,1035.5,1021.0,1027.8204,1033.7178,1019.25287,33.285,18.750082,18.359999,11.874544,4.821506,5.9495487,4.2172527,0.095969975,4.35,5.220834,14.0
BLAST Premier World Final 2021,Copenhagen,2021-12-19,Vitality,Natus Vincere,d2,9 - 16,-7,0.6,"""Copenhagen/1259""",145.0,,3.88,,65.0,,,,3.0,6.8,1.9598742,-2.8173625,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,25324.562,15438.431,0.0,0.0,0.0,0.0,29.01743,58.679996,326.21097,1.73,0.91924644,-0.7741268,31.416666,100.0,0.0,-3.3,4.6,0.73124975,0.91924644,75.75832,90.67672,59.43292,0.0,1019.93335,1021.9,1017.7,1018.1802,1020.13605,1015.9605,44.655,25.05825,38.88,18.947083,2.6857872,5.386879,0.33475304,0.34380978,3.6,4.835417,14.0
BLAST Premier World Final 2021,Copenhagen,2021-12-19,Vitality,Natus Vincere,nuke,19 - 20,-1,1.03,"""Copenhagen/1259""",145.0,,3.88,,65.0,,,,3.0,6.8,1.9598742,-2.8173625,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,25324.562,15438.431,0.0,0.0,0.0,0.0,29.01743,58.679996,326.21097,1.73,0.91924644,-0.7741268,31.416666,100.0,0.0,-3.3,4.6,0.73124975,0.91924644,75.75832,90.67672,59.43292,0.0,1019.93335,1021.9,1017.7,1018.1802,1020.13605,1015.9605,44.655,25.05825,38.88,18.947083,2.6857872,5.386879,0.33475304,0.34380978,3.6,4.835417,14.0
BLAST Rivals 2025 Season 1,Copenhagen,2025-04-30,Vitality,Wildcard,d2,14 - 11,3,1.12,"""Copenhagen/1259""",138.0,,3.46,,81.2,,,,3.0,18.4,16.020233,7.397023,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,55032.77,50400.0,0.0,0.0,0.0,0.0,19.400795,43.92,300.65558,22.65,3.7747388,12.122753,69.916664,100.0,10.0,6.2,9.85,8.45,3.7747388,69.40886,91.6356,44.983665,0.0,1021.93335,1023.2,1020.6,1020.23517,1021.4787,1018.92474,32.64,14.301008,11.879999,5.7964473,10.88053,12.274553,8.801106,1.1617143,10.1,14.437497,14.0
BLAST Rivals 2025 Season 1,Copenhagen,2025-04-30,Vitality,Wildcard,inf,13 - 12,1,1.08,"""Copenhagen/1259""",138.0,,3.46,,81.2,,,,3.0,18.4,16.020233,7.397023,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,55032.77,50400.0,0.0,0.0,0.0,0.0,19.400795,43.92,300.65558,22.65,3.7747388,12.122753,69.916664,100.0,10.0,6.2,9.85,8.45,3.7747388,69.40886,91.6356,44.983665,0.0,1021.93335,1023.2,1020.6,1020.23517,1021.4787,1018.92474,32.64,14.301008,11.879999,5.7964473,10.88053,12.274553,8.801106,1.1617143,10.1,14.437497,14.0
BLAST Rivals 2025 Season 1,Copenhagen,2025-05-01,Vitality,MOUZ,inf,13 - 14,-1,0.96,"""Copenhagen/1259""",158.0,,6.44,,81.6,,,,3.0,15.55,13.763529,6.799114,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,55286.54,51408.27,0.0,0.0,0.0,0.0,18.900856,36.719997,168.4373,22.85,3.2454166,10.239881,60.875,100.0,0.0,6.05,9.35,7.9708333,3.2454166,75.18563,92.453606,60.196625,0.0,1019.69574,1022.2,1014.3,1017.98944,1020.4714,1012.6059,26.309996,12.222115,6.12,1.8792552,9.681346,11.290229,7.284934,0.6643301,8.1,12.397918,14.0
BLAST Rivals 2025 Season 1,Copenhagen,2025-05-01,Vitality,MOUZ,mrg,18 - 17,1,1.05,"""Copenhagen/1259""",158.0,,6.44,,81.6,,,,3.0,15.55,13.763529,6.799114,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,55286.54,51408.27,0.0,0.0,0.0,0.0,18.900856,36.719997,168.4373,22.85,3.2454166,10.239881,60.875,100.0,0.0,6.05,9.35,7.9708333,3.2454166,75.18563,92.453606,60.196625,0.0,1019.69574,1022.2,1014.3,1017.98944,1020.4714,1012.6059,26.309996,12.222115,6.12,1.8792552,9.681346,11.290229,7.284934,0.6643301,8.1,12.397918,14.0
BLAST Rivals 2025 Season 1,Copenhagen,2025-05-01,Vitality,MOUZ,trn,20 - 15,5,1.54,"""Copenhagen/1259""",158.0,,6.44,,81.6,,,,3.0,15.55,13.763529,6.799114,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,55286.54,51408.27,0.0,0.0,0.0,0.0,18.900856,36.719997,168.4373,22.85,3.2454166,10.239881,60.875,100.0,0.0,6.05,9.35,7.9708333,3.2454166,75.18563,92.453606,60.196625,0.0,1019.69574,1022.2,1014.3,1017.98944,1020.4714,1012.6059,26.309996,12.222115,6.12,1.8792552,9.681346,11.290229,7.284934,0.6643301,8.1,12.397918,14.0
BLAST Rivals 2025 Season 1,Copenhagen,2025-05-04,Vitality,Falcons,d2,17 - 10,7,1.72,"""Copenhagen/1259""",133.0,,1.42,,73.6,,,,61.0,11.35,7.298113,2.7229896,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,56032.906,46800.0,4.2,0.0,4.2,13.0,25.20257,58.32,338.5778,21.13,2.761152,4.8555017,62.333332,100.0,22.0,0.45,6.25,3.5166664,2.761152,71.59003,91.784164,49.460182,0.0,1007.06244,1016.5,1000.8,1005.355,1014.76385,999.09625,38.774998,16.49905,5.7599998,2.9522195,5.820646,7.0100374,4.300844,0.6471204,6.3,8.664584,14.0
BLAST Rivals 2025 Season 1,Copenhagen,2025-05-04,Vitality,Falcons,inf,18 - 15,3,1.26,"""Copenhagen/1259""",133.0,,1.42,,73.6,,,,61.0,11.35,7.298113,2.7229896,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,56032.906,46800.0,4.2,0.0,4.2,13.0,25.20257,58.32,338.5778,21.13,2.761152,4.8555017,62.333332,100.0,22.0,0.45,6.25,3.5166664,2.761152,71.59003,91.784164,49.460182,0.0,1007.06244,1016.5,1000.8,1005.355,1014.76385,999.09625,38.774998,16.49905,5.7599998,2.9522195,5.820646,7.0100374,4.300844,0.6471204,6.3,8.664584,14.0
BLAST Rivals 2025 Season 1,Copenhagen,2025-05-04,Vitality,Falcons,mrg,25 - 21,4,1.47,"""Copenhagen/1259""",133.0,,1.42,,73.6,,,,61.0,11.35,7.298113,2.7229896,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,56032.906,46800.0,4.2,0.0,4.2,13.0,25.20257,58.32,338.5778,21.13,2.761152,4.8555017,62.333332,100.0,22.0,0.45,6.25,3.5166664,2.761152,71.59003,91.784164,49.460182,0.0,1007.06244,1016.5,1000.8,1005.355,1014.76385,999.09625,38.774998,16.49905,5.7599998,2.9522195,5.820646,7.0100374,4.300844,0.6471204,6.3,8.664584,14.0
BLAST Rivals 2025 Season 1,Copenhagen,2025-05-04,Vitality,Falcons,nuke,20 - 11,9,1.79,"""Copenhagen/1259""",133.0,,1.42,,73.6,,,,61.0,11.35,7.298113,2.7229896,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,56032.906,46800.0,4.2,0.0,4.2,13.0,25.20257,58.32,338.5778,21.13,2.761152,4.8555017,62.333332,100.0,22.0,0.45,6.25,3.5166664,2.761152,71.59003,91.784164,49.460182,0.0,1007.06244,1016.5,1000.8,1005.355,1014.76385,999.09625,38.774998,16.49905,5.7599998,2.9522195,5.820646,7.0100374,4.300844,0.6471204,6.3,8.664584,14.0
BLAST Rivals 2025 Season 1,Copenhagen,2025-05-04,Vitality,Falcons,trn,10 - 9,1,0.98,"""Copenhagen/1259""",133.0,,1.42,,73.6,,,,61.0,11.35,7.298113,2.7229896,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,56032.906,46800.0,4.2,0.0,4.2,13.0,25.20257,58.32,338.5778,21.13,2.761152,4.8555017,62.333332,100.0,22.0,0.45,6.25,3.5166664,2.761152,71.59003,91.784164,49.460182,0.0,1007.06244,1016.5,1000.8,1005.355,1014.76385,999.09625,38.774998,16.49905,5.7599998,2.9522195,5.820646,7.0100374,4.300844,0.6471204,6.3,8.664584,14.0
BLAST Rivals 2025 Season 2,Chek Lap Kok,2025-11-12,Vitality,TYLOO,inf,19 - 16,3,1.38,Tung Chung,800.0,,22.8,,54.2,22.8,14.7,1.78,3.0,25.8,25.731905,17.334524,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,40015.36,35039.4,0.0,0.0,0.0,0.0,22.546032,35.28,359.74478,16.26,4.2070646,20.222685,73.708336,100.0,5.0,14.4,16.9,14.872917,4.2070646,66.34952,74.2057,57.952637,0.0,1013.4333,1016.1,1010.2,1008.97925,1011.59814,1005.8247,30.600002,20.417631,24.84,16.285772,17.136612,19.914257,15.957594,1.3964192,19.1,21.468748,38.0
BLAST Rivals 2025 Season 2,Chek Lap Kok,2025-11-12,Vitality,TYLOO,nuke,9 - 15,-6,0.86,Tung Chung,800.0,,22.8,,54.2,22.8,14.7,1.78,3.0,25.8,25.731905,17.334524,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,40015.36,35039.4,0.0,0.0,0.0,0.0,22.546032,35.28,359.74478,16.26,4.2070646,20.222685,73.708336,100.0,5.0,14.4,16.9,14.872917,4.2070646,66.34952,74.2057,57.952637,0.0,1013.4333,1016.1,1010.2,1008.97925,1011.59814,1005.8247,30.600002,20.417631,24.84,16.285772,17.136612,19.914257,15.957594,1.3964192,19.1,21.468748,38.0
BLAST Rivals 2025 Season 2,Chek Lap Kok,2025-11-12,Vitality,TYLOO,ovp,14 - 7,7,1.69,Tung Chung,800.0,,22.8,,54.2,22.8,14.7,1.78,3.0,25.8,25.731905,17.334524,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,40015.36,35039.4,0.0,0.0,0.0,0.0,22.546032,35.28,359.74478,16.26,4.2070646,20.222685,73.708336,100.0,5.0,14.4,16.9,14.872917,4.2070646,66.34952,74.2057,57.952637,0.0,1013.4333,1016.1,1010.2,1008.97925,1011.59814,1005.8247,30.600002,20.417631,24.84,16.285772,17.136612,19.914257,15.957594,1.3964192,19.1,21.468748,38.0
BLAST Rivals 2025 Season 2,Chek Lap Kok,2025-11-13,Vitality,FURIA,inf,7 - 13,-6,0.96,Tung Chung,715.0,,22.5,,46.4,16.9,10.8,1.25,53.0,22.8,22.389532,17.671806,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,39957.08,21130.766,1.2,0.0,1.2,4.0,19.866161,33.839996,9.904871,12.09,2.9560764,19.44414,87.416664,100.0,21.0,14.85,16.25,15.481248,2.9560764,75.23781,86.21007,64.166855,0.0,1016.20416,1017.6,1014.0,1011.71704,1013.09033,1009.5481,26.924997,17.572054,23.4,15.073858,16.981861,18.14039,16.169773,0.9861773,18.4,20.08125,38.0
