event_name,location_city,date,player_team,opponent,map,kd,plus_minus,rating,location_openaq,co,no,no2,nox,o3,pm10,pm25,so2
IEM Katowice 2019 Challengers Stage,Katowice,2019-02-15,Vitality,ViCi,nuke,24 - 14,10,1.31,"Katowice, ul. Kossutha",,,41.8,,20.2,67.3,54.6,12.1
IEM Katowice 2020,Katowice,2020-02-24,Vitality,Ninjas in Pyjamas,nuke,22 - 15,7,1.29,"Katowice, ul. Kossutha",,,17.0,,58.5,16.2,10.7,6.97
IEM Katowice 2020,Katowice,2020-02-24,Vitality,Ninjas in Pyjamas,vtg,23 - 19,4,1.31,"Katowice, ul. Kossutha",,,17.0,,58.5,16.2,10.7,6.97
IEM Katowice 2020,Katowice,2020-02-25,Vitality,Astralis,ovp,9 - 17,-8,0.71,"Katowice, ul. Kossutha",,,22.5,,36.5,16.0,11.8,6.0
IEM Katowice 2020,Katowice,2020-02-25,Vitality,Astralis,vtg,29 - 30,-1,1.11,"Katowice, ul. Kossutha",,,22.5,,36.5,16.0,11.8,6.0
IEM Katowice 2020,Katowice,2020-02-26,Vitality,FaZe,inf,23 - 15,8,1.39,"Katowice, ul. Kossutha",,,27.1,,45.5,20.1,14.5,8.52
IEM Katowice 2020,Katowice,2020-02-26,Vitality,FaZe,mrg,32 - 16,16,1.84,"Katowice, ul. Kossutha",,,27.1,,45.5,20.1,14.5,8.52
IEM Katowice 2020,Katowice,2020-02-26,Vitality,FaZe,nuke,17 - 16,1,1.09,"Katowice, ul. Kossutha",,,27.1,,45.5,20.1,14.5,8.52
IEM Katowice 2022,Katowice,2022-02-17,Vitality,MOUZ,inf,28 - 24,4,1.17,"Katowice, ul. Kossutha",,,7.93,,72.5,5.37,2.58,5.01
IEM Katowice 2022,Katowice,2022-02-17,Vitality,MOUZ,nuke,27 - 15,12,1.49,"Katowice, ul. Kossutha",,,7.93,,72.5,5.37,2.58,5.01
IEM Katowice 2022,Katowice,2022-02-17,Vitality,MOUZ,vtg,42 - 21,21,1.59,"Katowice, ul. Kossutha",,,7.93,,72.5,5.37,2.58,5.01
IEM Katowice 2022,Katowice,2022-02-18,Vitality,HEROIC,inf,20 - 28,-8,0.86,"Katowice, ul. Kossutha",,,9.6,,71.8,8.38,4.88,5.5
IEM Katowice 2022,Katowice,2022-02-18,Vitality,HEROIC,mrg,19 - 19,0,0.99,"Katowice, ul. Kossutha",,,9.6,,71.8,8.38,4.88,5.5
IEM Katowice 2022,Katowice,2022-02-19,Vitality,Gambit,inf,19 - 16,3,1.17,"Katowice, ul. Kossutha",,,7.9,,72.8,9.02,5.08,6.25
IEM Katowice 2022,Katowice,2022-02-19,Vitality,Gambit,mrg,3 - 18,-15,0.32,"Katowice, ul. Kossutha",,,7.9,,72.8,9.02,5.08,6.25
IEM Katowice 2024,Katowice,2024-02-03,Vitality,ENCE,anb,13 - 9,4,1.63,"Katowice, ul. Kossutha",,,13.1,,45.3,16.0,12.6,5.22
IEM Katowice 2024,Katowice,2024-02-03,Vitality,ENCE,nuke,19 - 14,5,1.47,"Katowice, ul. Kossutha",,,13.1,,45.3,16.0,12.6,5.22
IEM Katowice 2024,Katowice,2024-02-03,Vitality,ENCE,vtg,13 - 14,-1,1.02,"Katowice, ul. Kossutha",,,13.1,,45.3,16.0,12.6,5.22
IEM Katowice 2024,Katowice,2024-02-05,Vitality,HEROIC,anb,19 - 14,5,1.21,"Katowice, ul. Kossutha",,,11.3,,55.5,10.0,7.3,3.31
IEM Katowice 2024,Katowice,2024-02-05,Vitality,HEROIC,mrg,20 - 20,0,1.07,"Katowice, ul. Kossutha",,,11.3,,55.5,10.0,7.3,3.31
IEM Katowice 2024,Katowice,2024-02-05,Vitality,HEROIC,vtg,21 - 16,5,1.2,"Katowice, ul. Kossutha",,,11.3,,55.5,10.0,7.3,3.31
IEM Katowice 2025,Katowice,2025-02-01,Vitality,3DMAX,inf,26 - 23,3,1.28,"Katowice, ul. Kossutha",,,23.2,,37.9,25.1,19.8,6.79
IEM Katowice 2025,Katowice,2025-02-01,Vitality,3DMAX,nuke,19 - 12,7,1.25,"Katowice, ul. Kossutha",,,23.2,,37.9,25.1,19.8,6.79
IEM Katowice 2025,Katowice,2025-02-02,Vitality,FaZe,anb,17 - 15,2,1.02,"Katowice, ul. Kossutha",,,25.6,,36.7,36.2,28.6,8.7
IEM Katowice 2025,Katowice,2025-02-02,Vitality,FaZe,d2,37 - 23,14,1.6,"Katowice, ul. Kossutha",,,25.6,,36.7,36.2,28.6,8.7
IEM Katowice 2025,Katowice,2025-02-02,Vitality,FaZe,nuke,9 - 11,-2,0.93,"Katowice, ul. Kossutha",,,25.6,,36.7,36.2,28.6,8.7
IEM Katowice 2025,Katowice,2025-02-04,Vitality,Virtus.pro,anb,16 - 9,7,1.49,"Katowice, ul. Kossutha",,,44.4,,20.1,46.7,36.4,8.37
IEM Katowice 2025,Katowice,2025-02-04,Vitality,Virtus.pro,inf,16 - 10,6,1.34,"Katowice, ul. Kossutha",,,44.4,,20.1,46.7,36.4,8.37
IEM Katowice 2025,Katowice,2025-02-08,Vitality,The MongolZ,mrg,23 - 10,13,1.63,"Katowice, ul. Kossutha",,,22.3,,33.1,33.4,26.0,14.0
IEM Katowice 2025,Katowice,2025-02-08,Vitality,The MongolZ,nuke,18 - 13,5,1.42,"Katowice, ul. Kossutha",,,22.3,,33.1,33.4,26.0,14.0
IEM Katowice 2025,Katowice,2025-02-09,Vitality,Spirit,d2,19 - 10,9,1.3,"Katowice, ul. Kossutha",,,31.0,,17.5,50.6,39.8,16.8
IEM Katowice 2025,Katowice,2025-02-09,Vitality,Spirit,mrg,22 - 13,9,1.26,"Katowice, ul. Kossutha",,,31.0,,17.5,50.6,39.8,16.8
IEM Katowice 2025,Katowice,2025-02-09,Vitality,Spirit,nuke,26 - 6,20,2.26,"Katowice, ul. Kossutha",,,31.0,,17.5,50.6,39.8,16.8
IEM Kraków 2026,Kraków,2026-01-31,Vitality,BC.Game,d2,14 - 10,4,1.03,"Kraków, ul. Bulwarowa",,,11.5,,,24.1,20.2,4.81
IEM Kraków 2026,Kraków,2026-01-31,Vitality,BC.Game,ovp,15 - 8,7,1.26,"Kraków, ul. Bulwarowa",,,11.5,,,24.1,20.2,4.81
IEM Kraków 2026,Kraków,2026-02-02,Vitality,3DMAX,d2,19 - 8,11,1.81,"Kraków, ul. Bulwarowa",,,13.3,,,32.4,25.2,10.2
IEM Kraków 2026,Kraków,2026-02-02,Vitality,3DMAX,inf,18 - 10,8,1.41,"Kraków, ul. Bulwarowa",,,13.3,,,32.4,25.2,10.2
IEM Kraków 2026,Kraków,2026-02-03,Vitality,Aurora,anc,53 - 26,27,1.65,"Kraków, ul. Bulwarowa",,,16.1,,,48.0,39.2,9.14
IEM Kraków 2026,Kraków,2026-02-03,Vitality,Aurora,ovp,23 - 10,13,2.1,"Kraków, ul. Bulwarowa",,,16.1,,,48.0,39.2,9.14
IEM Kraków 2026,Kraków,2026-02-07,Vitality,MOUZ,d2,18 - 8,10,1.7,"Kraków, ul. Bulwarowa",,,30.3,,,75.3,64.5,3.27
IEM Kraków 2026,Kraków,2026-02-07,Vitality,MOUZ,nuke,22 - 11,11,1.68,"Kraków, ul. Bulwarowa",,,30.3,,,75.3,64.5,3.27
IEM Kraków 2026,Kraków,2026-02-08,Vitality,FURIA,inf,27 - 10,17,2.22,"Kraków, ul. Bulwarowa",,,16.6,,,36.8,32.2,1.95
IEM Kraków 2026,Kraków,2026-02-08,Vitality,FURIA,mrg,21 - 13,8,1.28,"Kraków, ul. Bulwarowa",,,16.6,,,36.8,32.2,1.95
IEM Kraków 2026,Kraków,2026-02-08,Vitality,FURIA,nuke,17 - 6,11,1.83,"Kraków, ul. Bulwarowa",,,16.6,,,36.8,32.2,1.95
IEM Kraków 2026,Kraków,2026-02-08,Vitality,FURIA,ovp,25 - 12,13,1.52,"Kraków, ul. Bulwarowa",,,16.6,,,36.8,32.2,1.95
IEM Rio 2023,Rio de Janeiro,2023-04-17,Vitality,OG,ovp,23 - 21,2,1.01,Copacabana,,,,,17.4,18.2,,
IEM Rio 2023,Rio de Janeiro,2023-04-19,Vitality,FaZe,anb,27 - 21,6,1.3,Copacabana,,,,,12.6,10.3,,
IEM Rio 2023,Rio de Janeiro,2023-04-19,Vitality,FaZe,ovp,16 - 14,2,1.1,Copacabana,,,,,12.6,10.3,,
IEM Rio 2023,Rio de Janeiro,2023-04-20,Vitality,OG,inf,33 - 12,21,2.31,Copacabana,,,,,13.8,23.5,,
IEM Rio 2023,Rio de Janeiro,2023-04-20,Vitality,OG,mrg,18 - 18,0,1.02,Copacabana,,,,,13.8,23.5,,
IEM Rio 2023,Rio de Janeiro,2023-04-20,Vitality,OG,ovp,21 - 12,9,1.32,Copacabana,,,,,13.8,23.5,,
IEM Rio 2023,Rio de Janeiro,2023-04-21,Vitality,BIG,mrg,25 - 15,10,1.46,Copacabana,,,,,26.0,20.8,,
IEM Rio 2023,Rio de Janeiro,2023-04-21,Vitality,BIG,nuke,17 - 16,1,1.02,Copacabana,,,,,26.0,20.8,,
IEM Rio 2023,Rio de Janeiro,2023-04-22,Vitality,Cloud9,inf,12 - 14,-2,1.04,Copacabana,,,,,22.7,16.1,,
IEM Rio 2023,Rio de Janeiro,2023-04-22,Vitality,Cloud9,ovp,31 - 11,20,1.96,Copacabana,,,,,22.7,16.1,,
IEM Rio 2023,Rio de Janeiro,2023-04-22,Vitality,Cloud9,vtg,24 - 21,3,1.11,Copacabana,,,,,22.7,16.1,,
IEM Rio 2023,Rio de Janeiro,2023-04-23,Vitality,HEROIC,inf,23 - 17,6,1.38,Copacabana,,,,,23.5,15.7,,
IEM Rio 2023,Rio de Janeiro,2023-04-23,Vitality,HEROIC,vtg,15 - 14,1,1.13,Copacabana,,,,,23.5,15.7,,
IEM Rio 2024,Rio de Janeiro,2024-10-07,Vitality,9z,mrg,12 - 8,4,1.8,Centro Kunak ,0.317,,,,32.0,20.8,,
IEM Rio 2024,Rio de Janeiro,2024-10-08,Vitality,The MongolZ,inf,41 - 18,23,1.9,Centro Kunak ,0.19,,,,36.2,32.1,,
IEM Rio 2024,Rio de Janeiro,2024-10-08,Vitality,The MongolZ,nuke,28 - 11,17,2.22,Centro Kunak ,0.19,,,,36.2,32.1,,
IEM Rio 2024,Rio de Janeiro,2024-10-09,Vitality,HEROIC,anb,11 - 12,-1,1.01,Centro Kunak ,,,,,38.6,43.6,,
IEM Rio 2024,Rio de Janeiro,2024-10-09,Vitality,HEROIC,mrg,17 - 15,2,1.14,Centro Kunak ,,,,,38.6,43.6,,
IEM Rio 2024,Rio de Janeiro,2024-10-11,Vitality,MOUZ,inf,15 - 15,0,1.08,Centro Kunak ,,,,,29.2,22.5,,
IEM Rio 2024,Rio de Janeiro,2024-10-11,Vitality,MOUZ,mrg,19 - 10,9,1.48,Centro Kunak ,,,,,29.2,22.5,,
IEM Rio 2024,Rio de Janeiro,2024-10-11,Vitality,MOUZ,nuke,23 - 14,9,1.18,Centro Kunak ,,,,,29.2,22.5,,
IEM Rio 2026,Rio de Janeiro,2026-04-13,Vitality,RED Canids,nuke,24 - 10,14,2.34,Centro,0.186,,,,25.9,18.9,4.5,
IEM Rio 2026,Rio de Janeiro,2026-04-13,Vitality,RED Canids,ovp,21 - 8,13,1.86,Centro,0.186,,,,25.9,18.9,4.5,
IEM Rio 2026,Rio de Janeiro,2026-04-14,Vitality,G2,d2,13 - 14,-1,1.01,Centro,0.293,,,,27.3,27.6,5.44,
IEM Rio 2026,Rio de Janeiro,2026-04-14,Vitality,G2,inf,29 - 15,14,1.65,Centro,0.293,,,,27.3,27.6,5.44,
IEM Rio 2026,Rio de Janeiro,2026-04-14,Vitality,G2,mrg,10 - 13,-3,1.0,Centro,0.293,,,,27.3,27.6,5.44,
IEM Rio 2026,Rio de Janeiro,2026-04-15,Vitality,Falcons,d2,15 - 11,4,0.98,Centro,0.366,,,,17.8,30.5,8.56,
IEM Rio 2026,Rio de Janeiro,2026-04-15,Vitality,Falcons,mrg,19 - 16,3,1.08,Centro,0.366,,,,17.8,30.5,8.56,
IEM Rio 2026,Rio de Janeiro,2026-04-15,Vitality,Falcons,nuke,19 - 19,0,0.85,Centro,0.366,,,,17.8,30.5,8.56,
IEM Rio 2026,Rio de Janeiro,2026-04-17,Vitality,Natus Vincere,d2,14 - 8,6,1.44,Centro,0.248,,,,22.7,22.0,4.37,
IEM Rio 2026,Rio de Janeiro,2026-04-17,Vitality,Natus Vincere,mrg,30 - 7,23,2.53,Centro,0.248,,,,22.7,22.0,4.37,
IEM Rio 2026,Rio de Janeiro,2026-04-18,Vitality,FURIA,anc,27 - 14,13,1.57,Centro,0.42,,,,39.2,42.2,9.81,
IEM Rio 2026,Rio de Janeiro,2026-04-18,Vitality,FURIA,ovp,22 - 13,9,1.66,Centro,0.42,,,,39.2,42.2,9.81,
IEM Rio 2026,Rio de Janeiro,2026-04-19,Vitality,Spirit,d2,18 - 8,10,1.62,Centro,0.411,,,,38.4,36.5,8.41,
IEM Rio 2026,Rio de Janeiro,2026-04-19,Vitality,Spirit,mrg,21 - 19,2,1.16,Centro,0.411,,,,38.4,36.5,8.41,
IEM Rio 2026,Rio de Janeiro,2026-04-19,Vitality,Spirit,nuke,20 - 12,8,1.51,Centro,0.411,,,,38.4,36.5,8.41,
IEM Road to Rio 2022 Europe RMR B,Valletta,2022-10-04,Vitality,FANTASY,d2,26 - 9,17,1.91,MT00005,289.0,,29.3,,52.5,13.5,6.44,0.517
IEM Road to Rio 2022 Europe RMR B,Valletta,2022-10-05,Vitality,BIG,d2,23 - 19,4,1.29,MT00005,313.0,,34.4,,59.1,15.7,7.44,0.609
IEM Road to Rio 2022 Europe RMR B,Valletta,2022-10-06,Vitality,Monte,d2,25 - 7,18,1.94,MT00005,325.0,,37.0,,54.3,18.8,8.67,0.725
IEM Road to Rio 2022 Europe RMR B,Valletta,2022-10-08,Vitality,MOUZ,inf,23 - 17,6,1.11,MT00005,,,,,,30.1,14.4,
IEM Road to Rio 2022 Europe RMR B,Valletta,2022-10-08,Vitality,MOUZ,mrg,23 - 11,12,1.76,MT00005,,,,,,30.1,14.4,
IEM Road to Rio 2022 Europe RMR B,Valletta,2022-10-08,Vitality,MOUZ,vtg,25 - 15,10,1.57,MT00005,,,,,,30.1,14.4,
IEM Road to Rio 2022 Europe RMR B,Valletta,2022-10-09,Vitality,HEROIC,inf,34 - 26,8,1.38,MT00005,,,,,,16.3,8.93,
IEM Road to Rio 2022 Europe RMR B,Valletta,2022-10-09,Vitality,HEROIC,mrg,10 - 16,-6,0.74,MT00005,,,,,,16.3,8.93,
IEM Road to Rio 2022 Europe RMR B,Valletta,2022-10-09,Vitality,HEROIC,ovp,13 - 18,-5,0.76,MT00005,,,,,,16.3,8.93,
IEM Winter 2021,Stockholm,2021-12-02,Vitality,MOUZ,ovp,24 - 26,-2,0.97,Hornsgatan,,,0.0,,,15.3,10.8,
IEM Winter 2021,Stockholm,2021-12-02,Vitality,Ninjas in Pyjamas,inf,29 - 11,18,2.13,Hornsgatan,,,0.0,,,15.3,10.8,
IEM Winter 2021,Stockholm,2021-12-02,Vitality,Ninjas in Pyjamas,mrg,17 - 14,3,1.07,Hornsgatan,,,0.0,,,15.3,10.8,
IEM Winter 2021,Stockholm,2021-12-04,Vitality,G2,inf,12 - 20,-8,0.81,Hornsgatan,,,16.3,,,10.2,7.23,
IEM Winter 2021,Stockholm,2021-12-04,Vitality,G2,mrg,26 - 14,12,1.34,Hornsgatan,,,16.3,,,10.2,7.23,
IEM Winter 2021,Stockholm,2021-12-04,Vitality,G2,vtg,22 - 20,2,1.02,Hornsgatan,,,16.3,,,10.2,7.23,
IEM Winter 2021,Stockholm,2021-12-05,Vitality,Gambit,d2,16 - 11,5,1.4,Hornsgatan,,,14.6,,,3.55,2.54,
IEM Winter 2021,Stockholm,2021-12-05,Vitality,Gambit,mrg,36 - 19,17,1.61,Hornsgatan,,,14.6,,,3.55,2.54,
IEM Winter 2021,Stockholm,2021-12-05,Vitality,Gambit,vtg,21 - 22,-1,1.17,Hornsgatan,,,14.6,,,3.55,2.54,
IEM Winter 2021,Stockholm,2021-12-11,Vitality,Virtus.pro,mrg,21 - 19,2,1.02,Hornsgatan,,,19.4,,,7.58,5.36,
IEM Winter 2021,Stockholm,2021-12-11,Vitality,Virtus.pro,vtg,24 - 14,10,1.38,Hornsgatan,,,19.4,,,7.58,5.36,
IEM Winter 2021,Stockholm,2021-12-12,Vitality,Ninjas in Pyjamas,d2,21 - 12,9,1.27,Hornsgatan,,,39.5,,,21.8,15.4,
IEM Winter 2021,Stockholm,2021-12-12,Vitality,Ninjas in Pyjamas,inf,29 - 15,14,1.74,Hornsgatan,,,39.5,,,21.8,15.4,
IEM Winter 2021,Stockholm,2021-12-12,Vitality,Ninjas in Pyjamas,nuke,20 - 15,5,1.26,Hornsgatan,,,39.5,,,21.8,15.4,
La Coupe 3 Paris 2022,Paris,2022-11-20,Prodigy,GenOne,anc,21 - 16,5,1.28,PARIS 18eme,,,20.5,,45.0,11.6,7.45,
La Coupe 3 Paris 2022,Paris,2022-11-20,Prodigy,GenOne,inf,22 - 16,6,1.21,PARIS 18eme,,,20.5,,45.0,11.6,7.45,
La Coupe 3 Paris 2022,Paris,2022-11-20,Prodigy,LDLC,vtg,21 - 20,1,1.22,PARIS 18eme,,,20.5,,45.0,11.6,7.45,
La Coupe 3 Paris 2022,Paris,2022-11-20,Prodigy,The Prodigies,anc,21 - 15,6,1.73,PARIS 18eme,,,20.5,,45.0,11.6,7.45,
PGL CS2 Major Copenhagen 2024,Copenhagen,2024-03-23,Vitality,Complexity,anb,8 - 17,-9,0.6,"""Copenhagen/1259""",,,3.4,,83.8,,,
PGL CS2 Major Copenhagen 2024,Copenhagen,2024-03-23,Vitality,Complexity,inf,26 - 22,4,1.14,"""Copenhagen/1259""",,,3.4,,83.8,,,
PGL CS2 Major Copenhagen 2024,Copenhagen,2024-03-23,Vitality,Complexity,vtg,16 - 13,3,1.06,"""Copenhagen/1259""",,,3.4,,83.8,,,
PGL CS2 Major Copenhagen 2024,Copenhagen,2024-03-28,Vitality,Cloud9,anb,10 - 8,2,1.53,"""Copenhagen/1259""",,,11.0,,56.0,,,
PGL CS2 Major Copenhagen 2024,Copenhagen,2024-03-28,Vitality,Cloud9,inf,16 - 7,9,1.25,"""Copenhagen/1259""",,,11.0,,56.0,,,
PGL CS2 Major Copenhagen 2024,Copenhagen,2024-03-30,Vitality,FaZe,inf,16 - 15,1,1.05,"""Copenhagen/1259""",,,9.6,,52.9,,,
PGL CS2 Major Copenhagen 2024,Copenhagen,2024-03-30,Vitality,FaZe,nuke,8 - 16,-8,0.82,"""Copenhagen/1259""",,,9.6,,52.9,,,
PGL CS2 Major Copenhagen 2024,Copenhagen,2024-03-30,Vitality,FaZe,vtg,14 - 9,5,1.69,"""Copenhagen/1259""",,,9.6,,52.9,,,
PGL Cluj-Napoca 2026,Cluj-Napoca,2026-02-14,Vitality,G2,anb,18 - 9,9,1.47,CJ-2,774.0,,28.4,,37.3,18.5,11.7,10.5
PGL Cluj-Napoca 2026,Cluj-Napoca,2026-02-14,Vitality,G2,inf,14 - 13,1,0.91,CJ-2,774.0,,28.4,,37.3,18.5,11.7,10.5
PGL Cluj-Napoca 2026,Cluj-Napoca,2026-02-14,Vitality,G2,mrg,21 - 13,8,1.85,CJ-2,774.0,,28.4,,37.3,18.5,11.7,10.5
PGL Cluj-Napoca 2026,Cluj-Napoca,2026-02-15,Vitality,The MongolZ,d2,11 - 5,6,1.51,CJ-2,1080.0,,30.4,,21.2,34.7,21.8,12.1
PGL Cluj-Napoca 2026,Cluj-Napoca,2026-02-15,Vitality,The MongolZ,mrg,16 - 14,2,1.06,CJ-2,1080.0,,30.4,,21.2,34.7,21.8,12.1
PGL Cluj-Napoca 2026,Cluj-Napoca,2026-02-15,Vitality,The MongolZ,nuke,12 - 10,2,1.13,CJ-2,1080.0,,30.4,,21.2,34.7,21.8,12.1
PGL Cluj-Napoca 2026,Cluj-Napoca,2026-02-16,Vitality,MOUZ,d2,22 - 10,12,2.03,CJ-2,672.0,,13.9,,48.1,17.7,11.3,10.3
PGL Cluj-Napoca 2026,Cluj-Napoca,2026-02-16,Vitality,MOUZ,inf,22 - 12,10,1.63,CJ-2,672.0,,13.9,,48.1,17.7,11.3,10.3
PGL Cluj-Napoca 2026,Cluj-Napoca,2026-02-20,Vitality,Aurora,inf,19 - 10,9,1.46,CJ-2,714.0,,25.0,,53.3,15.6,8.99,9.16
PGL Cluj-Napoca 2026,Cluj-Napoca,2026-02-20,Vitality,Aurora,ovp,25 - 10,15,1.86,CJ-2,714.0,,25.0,,53.3,15.6,8.99,9.16
PGL Cluj-Napoca 2026,Cluj-Napoca,2026-02-21,Vitality,The MongolZ,d2,10 - 6,4,1.34,CJ-2,612.0,,15.1,,73.1,8.84,5.46,9.0
PGL Cluj-Napoca 2026,Cluj-Napoca,2026-02-21,Vitality,The MongolZ,mrg,26 - 16,10,1.44,CJ-2,612.0,,15.1,,73.1,8.84,5.46,9.0
PGL Cluj-Napoca 2026,Cluj-Napoca,2026-02-22,Vitality,PARIVISION,d2,12 - 5,7,1.33,CJ-2,739.0,,23.2,,48.8,22.7,13.5,10.0
PGL Cluj-Napoca 2026,Cluj-Napoca,2026-02-22,Vitality,PARIVISION,inf,20 - 19,1,1.28,CJ-2,739.0,,23.2,,48.8,22.7,13.5,10.0
PGL Cluj-Napoca 2026,Cluj-Napoca,2026-02-22,Vitality,PARIVISION,ovp,16 - 15,1,1.07,CJ-2,739.0,,23.2,,48.8,22.7,13.5,10.0
PGL Major Antwerp 2022,Antwerp,2022-05-14,Vitality,Ninjas in Pyjamas,ovp,11 - 14,-3,0.94,42M802 - ANTWERPEN,,,18.5,,,15.9,5.64,
PGL Major Antwerp 2022,Antwerp,2022-05-14,Vitality,Outsiders,mrg,16 - 18,-2,0.88,42M802 - ANTWERPEN,,,18.5,,,15.9,5.64,
PGL Major Antwerp 2022,Antwerp,2022-05-15,Vitality,Liquid,d2,21 - 13,8,1.27,42M802 - ANTWERPEN,,,14.0,,,31.9,15.0,
PGL Major Antwerp 2022,Antwerp,2022-05-15,Vitality,Liquid,mrg,22 - 13,9,1.44,42M802 - ANTWERPEN,,,14.0,,,31.9,15.0,
PGL Major Antwerp 2022,Antwerp,2022-05-16,Vitality,BIG,mrg,24 - 13,11,1.54,42M802 - ANTWERPEN,,,11.0,,,19.4,8.46,
PGL Major Antwerp 2022,Antwerp,2022-05-16,Vitality,BIG,nuke,38 - 24,14,1.57,42M802 - ANTWERPEN,,,11.0,,,19.4,8.46,
PGL Major Antwerp 2022,Antwerp,2022-05-16,Vitality,BIG,vtg,31 - 27,4,1.09,42M802 - ANTWERPEN,,,11.0,,,19.4,8.46,
PGL Major Antwerp 2022,Antwerp,2022-05-17,Vitality,HEROIC,inf,23 - 20,3,1.25,42M802 - ANTWERPEN,,,47.3,,,22.8,7.14,
PGL Major Antwerp 2022,Antwerp,2022-05-17,Vitality,HEROIC,mrg,14 - 17,-3,1.01,42M802 - ANTWERPEN,,,47.3,,,22.8,7.14,
PGL Major Antwerp 2022,Antwerp,2022-05-17,Vitality,HEROIC,ovp,15 - 14,1,0.95,42M802 - ANTWERPEN,,,47.3,,,22.8,7.14,
PGL Major Antwerp 2022 Challengers Stage,Antwerp,2022-05-09,Vitality,Astralis,mrg,24 - 11,13,1.72,42M802 - ANTWERPEN,,,12.0,,,17.4,7.52,
PGL Major Antwerp 2022 Challengers Stage,Antwerp,2022-05-09,Vitality,Complexity,inf,11 - 0,11,1.58,42M802 - ANTWERPEN,,,12.0,,,17.4,7.52,
PGL Major Antwerp 2022 Challengers Stage,Antwerp,2022-05-10,Vitality,FORZE,d2,22 - 13,9,1.32,42M802 - ANTWERPEN,,,72.0,,,31.9,12.7,
PGL Major Antwerp 2022 Challengers Stage,Antwerp,2022-05-10,Vitality,FORZE,mrg,16 - 13,3,1.13,42M802 - ANTWERPEN,,,72.0,,,31.9,12.7,
PGL Major Antwerp 2022 Challengers Stage,Antwerp,2022-05-10,Vitality,FORZE,nuke,22 - 18,4,1.32,42M802 - ANTWERPEN,,,72.0,,,31.9,12.7,
PGL Major Antwerp 2022 Europe RMR A,Bucharest,2022-04-17,Vitality,Dignitas,vtg,21 - 8,13,1.66,RO0065A,,,9.32,,56.1,7.09,2.89,
PGL Major Antwerp 2022 Europe RMR A,Bucharest,2022-04-17,Vitality,FaZe,mrg,23 - 19,4,1.13,RO0065A,,,9.32,,56.1,7.09,2.89,
PGL Major Antwerp 2022 Europe RMR A,Bucharest,2022-04-18,Vitality,Eternal Fire,d2,18 - 12,6,1.2,RO0065A,,,13.8,,46.8,7.5,3.82,
PGL Major Antwerp 2022 Europe RMR A,Bucharest,2022-04-19,Vitality,Natus Vincere,inf,23 - 20,3,1.14,RO0065A,,,20.7,,38.3,3.06,4.06,
PGL Major Antwerp 2022 Europe RMR A,Bucharest,2022-04-19,Vitality,Natus Vincere,mrg,22 - 19,3,1.11,RO0065A,,,20.7,,38.3,3.06,4.06,
PGL Major Antwerp 2022 Europe RMR A,Bucharest,2022-04-20,Vitality,MOUZ,d2,30 - 12,18,1.89,RO0065A,,,16.6,,46.6,14.7,10.1,
PGL Major Antwerp 2022 Europe RMR A,Bucharest,2022-04-20,Vitality,MOUZ,mrg,26 - 18,8,1.4,RO0065A,,,16.6,,46.6,14.7,10.1,
PGL Major Antwerp 2022 Europe RMR A,Bucharest,2022-04-20,Vitality,MOUZ,nuke,22 - 24,-2,1.11,RO0065A,,,16.6,,46.6,14.7,10.1,
Perfect World Shanghai Major 2024,Shanghai,2024-12-05,Vitality,FURIA,mrg,24 - 11,13,1.46,Shanghai,,,,,,,39.6,
Perfect World Shanghai Major 2024,Shanghai,2024-12-05,Vitality,GamerLegion,mrg,24 - 9,15,1.9,Shanghai,,,,,,,39.6,
Perfect World Shanghai Major 2024,Shanghai,2024-12-06,Vitality,MIBR,anb,14 - 9,5,1.38,Shanghai,,,,,,,110.0,
Perfect World Shanghai Major 2024,Shanghai,2024-12-06,Vitality,MIBR,mrg,11 - 8,3,1.38,Shanghai,,,,,,,110.0,
Perfect World Shanghai Major 2024,Shanghai,2024-12-13,Vitality,FaZe,anb,21 - 15,6,1.53,Shanghai,,,,,,,53.3,
Perfect World Shanghai Major 2024,Shanghai,2024-12-13,Vitality,FaZe,mrg,12 - 12,0,0.94,Shanghai,,,,,,,53.3,
Perfect World Shanghai Major 2024,Shanghai,2024-12-13,Vitality,FaZe,nuke,15 - 7,8,1.4,Shanghai,,,,,,,53.3,
Perfect World Shanghai Major 2024 Europe RMR A,Shanghai,2024-11-17,Vitality,BetBoom,nuke,10 - 10,0,0.83,Shanghai,,,,,,,13.9,
Perfect World Shanghai Major 2024 Europe RMR A,Shanghai,2024-11-17,Vitality,GamerLegion,inf,21 - 9,12,1.82,Shanghai,,,,,,,13.9,
Perfect World Shanghai Major 2024 Europe RMR A,Shanghai,2024-11-18,Vitality,FaZe,d2,21 - 13,8,1.53,Shanghai,,,,,,,14.0,
Perfect World Shanghai Major 2024 Europe RMR A,Shanghai,2024-11-18,Vitality,FaZe,mrg,15 - 10,5,1.22,Shanghai,,,,,,,14.0,
StarLadder Budapest Major 2025,Budapest,2025-12-04,Vitality,3DMAX,nuke,12 - 7,5,1.16,"""Budapest Teleki""",,,27.2,,,20.7,,6.5
StarLadder Budapest Major 2025,Budapest,2025-12-04,Vitality,FaZe,nuke,18 - 17,1,1.11,"""Budapest Teleki""",,,27.2,,,20.7,,6.5
